trip_id,pickup_datetime,dropoff_datetime,pickup_borough,pickup_zone,dropoff_borough,dropoff_zone,passenger_count,trip_distance_miles,fare_amount,tip_amount,tolls_amount,total_amount,payment_type,rate_code,vendor_id,surge_multiplier,trip_duration_min,speed_mph
145,2025-06-22 16:54:54,2025-06-22 19:16:54,Staten Island,Port Richmond,Queens,Woodside,1,20.33,56.46,11.51,0,67.97,Venmo,5,VEND002,2.0,142,8.6
146,2025-05-27 08:58:53,2025-05-27 09:56:53,Staten Island,Port Richmond,Staten Island,Port Richmond,5,25.55,76.36,9.25,0,85.61,Apple Pay,3,VEND003,1.0,58,26.4
147,2024-06-26 19:18:49,2024-06-26 19:59:49,Brooklyn,Bedford-Stuyvesant,Manhattan,Midtown,1,8.44,19.23,3.8,11.99,35.02,Credit Card,2,VEND001,1.0,41,12.4
148,2025-02-21 13:20:08,2025-02-21 13:26:08,Queens,Jamaica,Bronx,Pelham Bay,1,2.5,8.3,1.3,0.89,10.49,Business Card,3,VEND002,1.0,6,25.0
149,2024-03-18 18:40:41,2024-03-18 20:27:41,Bronx,Fordham,Brooklyn,Brooklyn Heights,2,18.82,32.46,1.65,1.64,35.75,Cash,5,VEND003,1.0,107,10.6
150,2024-03-06 14:57:15,2024-03-06 17:59:15,Queens,Woodside,Bronx,Pelham Bay,5,23.18,59.52,10.29,6.45,76.26,Apple Pay,4,VEND001,1.0,182,7.6
151,2024-05-02 03:58:55,2024-05-02 04:30:55,Manhattan,Chelsea,Queens,Woodside,4,5.08,10.23,1.87,0,12.1,Credit Card,4,VEND002,1.0,32,9.5
152,2025-05-27 00:24:00,2025-05-27 02:01:00,Queens,Sunnyside,Bronx,Pelham Bay,5,26.69,61.31,7.74,9.82,78.87,Credit Card,5,VEND003,1.0,97,16.5
153,2024-07-16 17:16:38,2024-07-16 17:40:38,Bronx,Mott Haven,Staten Island,Tompkinsville,5,3.64,11.93,0.86,0,12.79,Apple Pay,3,VEND001,1.0,24,9.1
154,2025-06-26 10:04:52,2025-06-26 12:22:52,Bronx,Pelham Bay,Manhattan,Lower East Side,3,28.35,73.32,4.38,3.98,81.68,Credit Card,5,VEND002,1.0,138,12.3
155,2024-10-02 00:18:03,2024-10-02 00:38:03,Bronx,Pelham Bay,Staten Island,Port Richmond,1,3.96,12.33,0.68,0,13.01,Google Pay,5,VEND003,1.0,20,11.9
156,2024-11-27 02:59:49,2024-11-27 03:04:49,Brooklyn,Crown Heights,Brooklyn,Park Slope,2,1.46,5.04,0.55,0,5.59,Credit Card,1,VEND001,1.0,5,17.5
157,2025-02-06 23:14:30,2025-02-06 23:36:30,Bronx,Pelham Bay,Manhattan,Harlem,5,8.69,25.08,4.48,0,29.56,Google Pay,1,VEND002,1.8,22,23.7
158,2025-06-09 17:34:17,2025-06-09 19:42:17,Bronx,Pelham Bay,Bronx,Fordham,1,23.27,59.71,9.42,0,69.13,Business Card,4,VEND003,1.0,128,10.9
159,2024-02-20 20:38:48,2024-02-20 22:39:48,Bronx,Pelham Bay,Staten Island,Port Richmond,5,26.31,67.77,7.85,0,75.62,Business Card,3,VEND001,1.0,121,13.0
160,2024-04-24 20:29:06,2024-04-24 21:10:06,Manhattan,SoHo,Staten Island,St. George,2,11.6,28.86,4.46,6.64,39.96,Apple Pay,5,VEND002,1.0,41,17.0
161,2024-09-13 16:49:14,2024-09-13 17:47:14,Queens,Flushing,Staten Island,St. George,4,11.01,21.91,5.32,0,27.23,Google Pay,1,VEND003,1.0,58,11.4
162,2024-07-19 13:42:30,2024-07-19 15:11:30,Manhattan,Midtown,Queens,Flushing,2,21.38,42.47,10.01,1.95,54.43,Venmo,1,VEND001,1.0,89,14.4
163,2024-02-21 17:45:30,2024-02-21 18:06:30,Staten Island,Great Kills,Bronx,Riverdale,6,5.35,14.94,3.52,10.64,29.1,Credit Card,2,VEND002,1.0,21,15.3
164,2024-09-27 10:11:41,2024-09-27 12:18:41,Queens,Long Island City,Staten Island,Great Kills,1,23.04,47.04,7.81,0,54.85,Apple Pay,1,VEND003,1.0,127,10.9
165,2024-02-22 14:01:34,2024-02-22 14:09:34,Bronx,Pelham Bay,Brooklyn,Crown Heights,3,3.2,10.78,2.52,0,13.3,Cash,4,VEND001,1.0,8,24.0
166,2024-02-16 14:55:42,2024-02-16 15:07:42,Bronx,Fordham,Queens,Sunnyside,2,1.71,6.27,0.79,0,7.06,Credit Card,2,VEND002,1.0,12,8.5
167,2025-02-18 12:20:58,2025-02-18 14:57:58,Bronx,Fordham,Brooklyn,Williamsburg,4,26.98,74.9,5.73,0,80.63,Cash,1,VEND003,2.6,157,10.3
168,2024-07-31 19:04:21,2024-07-31 19:35:21,Brooklyn,Brooklyn Heights,Bronx,Mott Haven,2,3.92,8.59,1.16,10.45,20.2,Google Pay,4,VEND001,1.0,31,7.6
169,2025-04-01 07:39:24,2025-04-01 07:51:24,Bronx,Pelham Bay,Manhattan,Greenwich Village,5,4.72,12.1,2.13,0,14.23,Google Pay,1,VEND002,1.0,12,23.6
170,2024-10-13 18:35:26,2024-10-13 20:13:26,Brooklyn,DUMBO,Staten Island,St. George,3,17.0,42.54,2.67,0,45.21,Business Card,3,VEND003,1.0,98,10.4
171,2024-04-01 16:41:01,2024-04-01 18:40:01,Queens,Sunnyside,Manhattan,Lower East Side,5,18.35,48.56,2.54,0,51.1,Venmo,3,VEND001,1.0,119,9.3
172,2024-02-15 12:39:11,2024-02-15 13:46:11,Queens,Jamaica,Brooklyn,DUMBO,3,17.38,37.07,5.68,0,42.75,Venmo,2,VEND002,1.0,67,15.6
173,2024-07-29 06:10:23,2024-07-29 08:01:23,Bronx,Pelham Bay,Staten Island,Port Richmond,5,16.83,49.84,6.25,0,56.09,Credit Card,4,VEND003,1.0,111,9.1
174,2024-05-09 01:27:48,2024-05-09 02:25:48,Bronx,Fordham,Bronx,Fordham,4,16.32,28.32,5.92,0,34.24,Google Pay,3,VEND001,1.0,58,16.9
175,2024-03-19 11:28:39,2024-03-19 12:49:39,Brooklyn,Crown Heights,Queens,Astoria,1,18.5,57.66,12.04,0,69.7,Business Card,4,VEND002,1.3,81,13.7
176,2025-01-14 04:41:28,2025-01-14 05:24:28,Staten Island,Port Richmond,Staten Island,Tompkinsville,3,18.35,43.87,5.83,0,49.7,Credit Card,4,VEND003,1.8,43,25.6
177,2025-06-08 11:18:49,2025-06-08 11:49:49,Brooklyn,Bedford-Stuyvesant,Manhattan,Midtown,5,9.63,24.11,1.23,0,25.34,Credit Card,1,VEND001,1.0,31,18.6
178,2024-03-19 16:42:23,2024-03-19 18:10:23,Staten Island,Port Richmond,Manhattan,Chelsea,3,23.09,45.85,4.41,0,50.26,Credit Card,1,VEND002,1.0,88,15.7
179,2025-02-01 07:05:11,2025-02-01 10:01:11,Brooklyn,Williamsburg,Queens,Jamaica,6,26.69,45.03,6.55,1.81,53.39,Venmo,5,VEND003,1.0,176,9.1
180,2024-03-25 10:16:53,2024-03-25 12:45:53,Staten Island,Great Kills,Manhattan,Central Park,3,25.69,45.08,3.55,7.79,56.42,Credit Card,2,VEND001,1.0,149,10.3
181,2024-10-02 06:41:29,2024-10-02 09:09:29,Brooklyn,Crown Heights,Bronx,Pelham Bay,3,20.64,34.09,3.6,10.31,48.0,Venmo,3,VEND002,1.0,148,8.4
182,2025-02-27 01:15:05,2025-02-27 03:07:05,Manhattan,SoHo,Manhattan,Chelsea,1,26.94,48.68,9.68,0,58.36,Business Card,5,VEND003,1.0,112,14.4
183,2024-11-24 22:24:44,2024-11-24 23:00:44,Manhattan,Central Park,Queens,Sunnyside,4,6.24,12.42,1.89,7.07,21.38,Business Card,4,VEND001,1.0,36,10.4
184,2024-06-12 08:45:01,2024-06-12 09:46:01,Bronx,Mott Haven,Manhattan,Central Park,1,12.57,34.35,7.14,0,41.49,Cash,1,VEND002,1.0,61,12.4
185,2025-05-31 01:29:22,2025-05-31 01:55:22,Queens,Sunnyside,Brooklyn,Bushwick,3,6.38,15.85,1.81,10.37,28.03,Apple Pay,2,VEND003,1.0,26,14.7
186,2024-10-09 23:34:49,2024-10-10 01:37:49,Staten Island,Great Kills,Queens,Astoria,5,25.97,44.11,9.31,0,53.42,Business Card,2,VEND001,1.0,123,12.7
187,2024-05-14 19:26:02,2024-05-14 20:19:02,Staten Island,St. George,Queens,Woodside,3,19.51,49.47,5.33,0,54.8,Cash,1,VEND002,2.9,53,22.1
188,2024-08-23 16:52:02,2024-08-23 17:23:02,Queens,Woodside,Manhattan,Central Park,6,4.19,12.54,1.32,0,13.86,Credit Card,4,VEND003,1.0,31,8.1
189,2024-03-16 23:47:19,2024-03-16 23:57:19,Bronx,Fordham,Bronx,Fordham,5,3.01,11.21,0.93,0,12.14,Venmo,5,VEND001,1.0,10,18.1
190,2025-06-24 12:42:08,2025-06-24 12:54:08,Staten Island,Port Richmond,Queens,Woodside,3,1.84,6.45,1.27,0,7.72,Cash,3,VEND002,1.0,12,9.2
191,2025-04-16 22:07:56,2025-04-17 00:26:56,Brooklyn,Brooklyn Heights,Staten Island,Great Kills,2,21.53,45.57,6.2,0,51.77,Business Card,1,VEND003,1.0,139,9.3
192,2024-03-30 05:02:11,2024-03-30 05:08:11,Queens,Flushing,Staten Island,St. George,2,2.04,7.28,0.97,0,8.25,Business Card,2,VEND001,1.0,6,20.4
193,2025-01-31 14:18:10,2025-01-31 15:15:10,Bronx,Riverdale,Queens,Astoria,3,10.74,21.42,4.22,0,25.64,Venmo,3,VEND002,1.4,57,11.3
194,2024-01-10 02:46:16,2024-01-10 03:22:16,Staten Island,Tompkinsville,Manhattan,Greenwich Village,2,15.81,35.18,6.07,0,41.25,Venmo,2,VEND003,1.0,36,26.4
195,2024-04-10 19:40:42,2024-04-10 19:54:42,Manhattan,Harlem,Staten Island,Tompkinsville,5,2.89,9.29,1.35,0,10.64,Credit Card,3,VEND001,1.0,14,12.4
196,2024-01-09 02:44:08,2024-01-09 04:50:08,Staten Island,St. George,Queens,Sunnyside,6,25.44,53.34,4.41,0,57.75,Google Pay,4,VEND002,1.0,126,12.1
197,2024-07-10 13:52:45,2024-07-10 13:55:45,Bronx,Fordham,Queens,Astoria,1,0.95,5.19,1.08,0,6.27,Credit Card,2,VEND003,1.0,3,19.0
198,2025-05-02 23:04:44,2025-05-02 23:37:44,Manhattan,Central Park,Staten Island,Port Richmond,3,6.54,15.79,1.92,0,17.71,Credit Card,5,VEND001,1.0,33,11.9
199,2024-10-12 08:35:40,2024-10-12 10:01:40,Brooklyn,Crown Heights,Manhattan,Central Park,3,13.12,39.7,7.42,0,47.12,Google Pay,1,VEND002,1.0,86,9.2
200,2024-09-13 07:44:27,2024-09-13 08:57:27,Staten Island,Port Richmond,Queens,Woodside,1,26.99,76.54,5.23,0,81.77,Google Pay,4,VEND003,2.2,73,22.2
201,2025-04-20 06:21:41,2025-04-20 08:16:41,Bronx,Riverdale,Brooklyn,Bushwick,4,14.94,27.16,6.05,0,33.21,Cash,1,VEND001,1.0,115,7.8
202,2025-02-06 19:01:11,2025-02-06 20:02:11,Queens,Astoria,Manhattan,Times Square,1,16.54,29.13,2.34,1.93,33.4,Google Pay,4,VEND002,1.0,61,16.3
203,2025-01-23 06:38:43,2025-01-23 06:59:43,Bronx,Fordham,Queens,Long Island City,6,6.72,15.65,1.89,0,17.54,Venmo,1,VEND003,1.0,21,19.2
204,2024-08-08 08:20:24,2024-08-08 10:01:24,Manhattan,Times Square,Brooklyn,Brooklyn Heights,4,15.74,34.45,4.33,0,38.78,Venmo,3,VEND001,1.0,101,9.4
205,2024-04-07 14:32:55,2024-04-07 15:02:55,Brooklyn,Crown Heights,Brooklyn,DUMBO,6,6.37,21.46,3.61,0,25.07,Google Pay,5,VEND002,1.0,30,12.7
206,2024-02-14 07:42:16,2024-02-14 09:06:16,Queens,Flushing,Manhattan,Greenwich Village,1,14.63,44.95,11.11,8.33,64.39,Apple Pay,2,VEND003,1.7,84,10.5
207,2024-08-18 04:05:11,2024-08-18 05:20:11,Bronx,Mott Haven,Manhattan,Central Park,6,28.81,77.16,13.93,0,91.09,Google Pay,5,VEND001,1.0,75,23.0
208,2025-01-28 13:59:33,2025-01-28 14:08:33,Staten Island,Tompkinsville,Bronx,Riverdale,5,1.25,4.8,0.28,0,5.08,Business Card,1,VEND002,1.0,9,8.3
209,2024-01-21 20:04:53,2024-01-21 20:18:53,Queens,Woodside,Queens,Astoria,3,4.05,13.95,2.02,0,15.97,Google Pay,2,VEND003,1.0,14,17.4
210,2024-10-22 18:08:26,2024-10-22 19:15:26,Bronx,Riverdale,Staten Island,Great Kills,6,8.74,20.98,4.52,0,25.5,Business Card,4,VEND001,1.8,67,7.8
211,2024-11-29 01:31:43,2024-11-29 01:37:43,Brooklyn,Bedford-Stuyvesant,Bronx,Fordham,1,1.16,5.41,1.34,0,6.75,Cash,3,VEND002,1.0,6,11.6
212,2024-10-01 10:06:33,2024-10-01 11:39:33,Staten Island,Tompkinsville,Staten Island,St. George,2,18.73,30.99,3.67,0,34.66,Apple Pay,4,VEND003,1.0,93,12.1
213,2024-08-31 07:39:30,2024-08-31 08:10:30,Queens,Flushing,Brooklyn,Bedford-Stuyvesant,1,10.8,19.07,2.42,0,21.49,Venmo,5,VEND001,1.0,31,20.9
214,2024-02-12 01:38:21,2024-02-12 02:27:21,Bronx,Pelham Bay,Manhattan,Greenwich Village,3,10.98,22.78,3.11,0,25.89,Apple Pay,2,VEND002,1.0,49,13.4
215,2024-06-08 12:29:49,2024-06-08 13:22:49,Brooklyn,Bedford-Stuyvesant,Brooklyn,DUMBO,1,11.87,24.98,3.63,0,28.61,Credit Card,5,VEND003,1.0,53,13.4
216,2025-03-14 13:16:53,2025-03-14 14:32:53,Queens,Astoria,Staten Island,Great Kills,4,13.4,22.8,4.24,0,27.04,Credit Card,1,VEND001,1.3,76,10.6
217,2024-10-18 12:16:47,2024-10-18 13:32:47,Staten Island,Port Richmond,Queens,Flushing,1,28.09,78.15,7.47,0,85.62,Venmo,1,VEND002,2.0,76,22.2
218,2024-01-03 20:52:43,2024-01-03 22:03:43,Queens,Jamaica,Manhattan,Midtown,2,11.45,23.35,4.96,0,28.31,Apple Pay,3,VEND003,1.0,71,9.7
219,2024-11-06 21:46:15,2024-11-06 22:07:15,Staten Island,Port Richmond,Manhattan,Financial District,6,2.96,7.83,1.67,0,9.5,Venmo,5,VEND001,1.0,21,8.5
220,2024-05-16 08:57:30,2024-05-16 09:53:30,Brooklyn,Crown Heights,Staten Island,Great Kills,4,23.77,39.33,3.83,0,43.16,Google Pay,1,VEND002,1.0,56,25.5
221,2024-02-13 10:10:17,2024-02-13 10:32:17,Manhattan,Harlem,Staten Island,Port Richmond,3,3.59,7.95,0.72,0,8.67,Cash,1,VEND003,1.0,22,9.8
222,2024-11-28 05:54:16,2024-11-28 07:27:16,Staten Island,Port Richmond,Manhattan,Upper West Side,2,20.9,46.86,7.9,0,54.76,Credit Card,4,VEND001,1.0,93,13.5
223,2024-09-29 09:35:09,2024-09-29 10:12:09,Staten Island,Port Richmond,Staten Island,St. George,2,10.54,26.17,1.48,8.54,36.19,Credit Card,3,VEND002,1.0,37,17.1
224,2024-06-14 07:17:15,2024-06-14 08:09:15,Brooklyn,DUMBO,Manhattan,Lower East Side,2,11.4,30.33,3.25,0,33.58,Venmo,3,VEND003,1.0,52,13.2
225,2025-01-23 06:10:35,2025-01-23 07:36:35,Staten Island,Port Richmond,Brooklyn,DUMBO,5,18.96,57.67,9.91,5.78,73.36,Venmo,3,VEND001,1.0,86,13.2
226,2024-09-03 13:46:19,2024-09-03 14:18:19,Staten Island,St. George,Queens,Astoria,3,4.78,13.18,1.92,0,15.1,Credit Card,4,VEND002,1.4,32,9.0
227,2024-05-11 15:06:30,2024-05-11 15:45:30,Bronx,Mott Haven,Queens,Jamaica,4,5.3,15.44,1.81,0,17.25,Google Pay,3,VEND003,2.3,39,8.2
228,2024-07-21 00:32:45,2024-07-21 04:09:45,Queens,Flushing,Manhattan,Financial District,6,27.31,63.38,5.51,0,68.89,Business Card,2,VEND001,1.0,217,7.6
229,2024-01-01 20:42:11,2024-01-01 22:10:11,Manhattan,Harlem,Brooklyn,Brooklyn Heights,5,20.36,55.96,12.19,0,68.15,Venmo,2,VEND002,1.0,88,13.9
230,2025-04-15 10:32:58,2025-04-15 12:41:58,Brooklyn,Crown Heights,Queens,Flushing,1,21.21,45.36,8.87,0,54.23,Credit Card,3,VEND003,1.0,129,9.9
231,2024-05-06 02:48:05,2024-05-06 03:34:05,Brooklyn,Crown Heights,Brooklyn,Williamsburg,6,17.04,30.65,7.2,0,37.85,Venmo,4,VEND001,1.0,46,22.2
232,2025-04-12 07:19:53,2025-04-12 08:32:53,Brooklyn,Bedford-Stuyvesant,Staten Island,St. George,2,28.11,47.56,11.46,0,59.02,Venmo,1,VEND002,1.0,73,23.1
233,2024-05-27 08:19:08,2024-05-27 09:41:08,Bronx,Riverdale,Staten Island,St. George,4,12.06,37.4,7.31,10.99,55.7,Google Pay,4,VEND003,1.0,82,8.8
234,2024-11-20 14:16:28,2024-11-20 16:13:28,Manhattan,Greenwich Village,Bronx,Pelham Bay,4,19.3,34.31,8.48,0,42.79,Cash,1,VEND001,1.0,117,9.9
235,2024-10-09 09:24:15,2024-10-09 11:19:15,Staten Island,St. George,Queens,Long Island City,2,18.1,35.84,8.75,0,44.59,Google Pay,1,VEND002,1.0,115,9.4
236,2024-11-25 11:51:18,2024-11-25 13:15:18,Queens,Sunnyside,Queens,Flushing,3,13.31,23.4,3.35,0,26.75,Google Pay,3,VEND003,1.0,84,9.5
237,2025-05-15 16:47:10,2025-05-15 17:31:10,Brooklyn,Williamsburg,Bronx,Fordham,2,8.55,20.42,2.66,0,23.08,Google Pay,2,VEND001,1.0,44,11.7
238,2025-04-13 20:56:46,2025-04-13 22:34:46,Queens,Long Island City,Bronx,Pelham Bay,2,16.88,36.73,2.84,7.64,47.21,Apple Pay,1,VEND002,1.0,98,10.3
239,2025-01-13 12:42:19,2025-01-13 13:08:19,Brooklyn,Williamsburg,Brooklyn,Williamsburg,6,4.59,10.53,1.84,0,12.37,Google Pay,4,VEND003,1.0,26,10.6
240,2025-01-21 15:24:26,2025-01-21 16:11:26,Manhattan,Financial District,Staten Island,Tompkinsville,4,10.16,20.71,1.78,0,22.49,Venmo,2,VEND001,1.0,47,13.0
241,2024-02-21 13:36:46,2024-02-21 15:59:46,Brooklyn,Park Slope,Manhattan,Harlem,2,21.78,65.73,5.23,0,70.96,Venmo,2,VEND002,2.3,143,9.1
242,2024-10-01 10:06:43,2024-10-01 10:54:43,Brooklyn,Park Slope,Manhattan,Central Park,6,8.14,19.53,1.97,0,21.5,Credit Card,2,VEND003,1.4,48,10.2
243,2024-04-18 13:42:41,2024-04-18 15:40:41,Manhattan,Upper West Side,Queens,Astoria,5,19.95,44.53,4.8,0,49.33,Apple Pay,3,VEND001,1.0,118,10.1
244,2025-02-04 13:59:01,2025-02-04 14:38:01,Manhattan,Lower East Side,Brooklyn,Crown Heights,3,15.86,36.07,7.57,0,43.64,Business Card,4,VEND002,1.0,39,24.4
245,2024-10-08 17:49:25,2024-10-08 18:36:25,Manhattan,Harlem,Queens,Jamaica,5,21.33,59.34,14.13,0,73.47,Google Pay,2,VEND003,1.0,47,27.2
246,2024-09-12 08:08:55,2024-09-12 08:33:55,Brooklyn,Brooklyn Heights,Manhattan,Harlem,3,6.02,18.25,2.44,0,20.69,Apple Pay,4,VEND001,1.0,25,14.4
247,2025-02-17 11:00:14,2025-02-17 13:28:14,Staten Island,Port Richmond,Bronx,Riverdale,3,22.79,46.4,7.49,0,53.89,Credit Card,2,VEND002,3.0,148,9.2
248,2024-10-12 09:48:08,2024-10-12 11:16:08,Queens,Astoria,Brooklyn,Park Slope,3,24.7,58.01,11.32,0,69.33,Cash,3,VEND003,1.0,88,16.8
249,2025-04-05 23:27:04,2025-04-05 23:38:04,Staten Island,St. George,Queens,Long Island City,6,1.51,6.12,1.46,0,7.58,Credit Card,1,VEND001,1.0,11,8.2
250,2024-12-21 23:21:33,2024-12-22 02:19:33,Queens,Astoria,Brooklyn,Bushwick,1,25.88,71.39,16.76,0,88.15,Apple Pay,1,VEND002,1.0,178,8.7
251,2025-02-17 18:33:41,2025-02-17 19:25:41,Bronx,Riverdale,Staten Island,St. George,5,19.45,51.32,12.81,0,64.13,Venmo,3,VEND003,1.0,52,22.4
252,2024-11-14 20:17:44,2024-11-14 20:52:44,Queens,Astoria,Bronx,Fordham,4,11.99,25.74,3.95,0,29.69,Apple Pay,3,VEND001,1.0,35,20.6
253,2024-10-20 00:54:08,2024-10-20 02:16:08,Bronx,Riverdale,Bronx,Fordham,5,29.17,79.46,5.66,0,85.12,Cash,5,VEND002,1.0,82,21.3
254,2025-05-21 08:33:50,2025-05-21 08:52:50,Brooklyn,DUMBO,Bronx,Fordham,6,4.51,12.66,2.08,0,14.74,Cash,4,VEND003,1.0,19,14.2
255,2024-07-19 15:02:15,2024-07-19 17:09:15,Queens,Woodside,Bronx,Pelham Bay,5,16.78,40.44,9.87,0,50.31,Cash,1,VEND001,1.0,127,7.9
256,2025-06-15 02:43:55,2025-06-15 03:35:55,Queens,Sunnyside,Manhattan,Harlem,5,24.2,51.02,11.6,0,62.62,Business Card,1,VEND002,1.0,52,27.9
257,2024-10-16 14:42:32,2024-10-16 15:58:32,Manhattan,SoHo,Brooklyn,DUMBO,2,18.19,35.35,8.39,0,43.74,Business Card,5,VEND003,1.0,76,14.4
258,2025-06-19 19:50:50,2025-06-19 21:45:50,Staten Island,St. George,Brooklyn,Williamsburg,2,16.87,34.51,6.86,0,41.37,Google Pay,2,VEND001,1.0,115,8.8
259,2025-01-17 18:46:48,2025-01-17 19:29:48,Bronx,Riverdale,Staten Island,St. George,2,5.4,15.71,3.67,3.37,22.75,Apple Pay,1,VEND002,1.0,43,7.5
260,2024-08-16 18:28:22,2024-08-16 18:43:22,Bronx,Mott Haven,Queens,Flushing,5,6.16,16.35,1.45,0,17.8,Apple Pay,1,VEND003,1.7,15,24.6
261,2024-10-01 17:20:23,2024-10-01 17:34:23,Manhattan,Times Square,Staten Island,Tompkinsville,6,7.08,14.69,1.17,0,15.86,Google Pay,2,VEND001,1.0,14,30.3
262,2025-03-21 06:47:08,2025-03-21 07:53:08,Staten Island,Tompkinsville,Queens,Flushing,3,26.13,80.71,13.09,0,93.8,Cash,1,VEND002,1.0,66,23.8
263,2024-06-25 21:42:12,2024-06-25 21:54:12,Staten Island,Tompkinsville,Brooklyn,Park Slope,5,4.11,10.34,1.08,7.68,19.1,Google Pay,1,VEND003,1.0,12,20.6
264,2025-01-08 18:45:50,2025-01-08 20:18:50,Bronx,Fordham,Staten Island,Tompkinsville,3,11.59,34.34,2.93,0,37.27,Venmo,2,VEND001,1.0,93,7.5
265,2025-05-31 11:53:14,2025-05-31 13:31:14,Manhattan,Lower East Side,Staten Island,Port Richmond,3,29.67,88.53,7.96,0,96.49,Google Pay,4,VEND002,1.3,98,18.2
266,2024-03-13 15:44:30,2024-03-13 16:45:30,Queens,Astoria,Brooklyn,Williamsburg,2,23.75,54.39,13.28,7.49,75.16,Google Pay,4,VEND003,1.0,61,23.4
267,2024-01-12 19:40:16,2024-01-12 21:10:16,Bronx,Riverdale,Manhattan,Midtown,5,29.12,48.73,10.49,0,59.22,Credit Card,3,VEND001,1.0,90,19.4
268,2025-01-13 03:44:05,2025-01-13 03:57:05,Bronx,Mott Haven,Staten Island,Great Kills,1,5.14,17.53,3.41,0,20.94,Venmo,3,VEND002,1.0,13,23.7
269,2024-08-13 23:11:29,2024-08-14 00:11:29,Brooklyn,Bushwick,Bronx,Riverdale,6,21.49,60.43,13.2,0,73.63,Google Pay,3,VEND003,2.3,60,21.5
270,2025-01-11 18:22:01,2025-01-11 18:28:01,Brooklyn,Brooklyn Heights,Staten Island,St. George,5,1.92,7.95,0.46,0,8.41,Venmo,1,VEND001,1.0,6,19.2
271,2025-02-28 04:40:06,2025-02-28 05:42:06,Staten Island,Great Kills,Brooklyn,Williamsburg,3,27.27,75.5,15.94,0,91.44,Google Pay,4,VEND002,1.4,62,26.4
272,2024-06-10 19:04:25,2024-06-10 20:24:25,Staten Island,Port Richmond,Brooklyn,DUMBO,5,26.87,61.74,12.15,0,73.89,Apple Pay,1,VEND003,1.0,80,20.2
273,2025-04-01 06:19:01,2025-04-01 06:39:01,Bronx,Pelham Bay,Staten Island,Port Richmond,2,5.03,12.81,1.95,0,14.76,Cash,1,VEND001,2.6,20,15.1
274,2025-06-05 10:41:49,2025-06-05 13:08:49,Staten Island,Great Kills,Brooklyn,Crown Heights,3,27.04,57.42,12.13,0,69.55,Google Pay,5,VEND002,1.0,147,11.0
275,2024-02-18 16:42:52,2024-02-18 18:36:52,Staten Island,St. George,Bronx,Riverdale,6,15.91,43.73,5.75,0.34,49.82,Google Pay,2,VEND003,1.0,114,8.4
276,2024-08-06 01:59:59,2024-08-06 02:55:59,Manhattan,Upper West Side,Manhattan,Times Square,5,23.43,64.7,3.75,0,68.45,Venmo,4,VEND001,1.0,56,25.1
277,2024-02-25 08:13:12,2024-02-25 10:45:12,Staten Island,Great Kills,Staten Island,Port Richmond,4,21.54,50.59,2.99,0,53.58,Cash,2,VEND002,1.0,152,8.5
278,2024-08-11 09:57:07,2024-08-11 12:50:07,Queens,Woodside,Bronx,Riverdale,1,29.6,88.08,13.61,6.77,108.46,Google Pay,1,VEND003,1.0,173,10.3
279,2024-12-13 15:19:37,2024-12-13 16:43:37,Manhattan,Times Square,Bronx,Fordham,5,11.12,24.73,4.16,0,28.89,Venmo,3,VEND001,1.0,84,7.9
280,2024-08-06 05:50:17,2024-08-06 06:49:17,Bronx,Pelham Bay,Manhattan,Upper West Side,2,13.72,28.64,6.31,0,34.95,Google Pay,5,VEND002,1.0,59,14.0
281,2024-11-14 15:49:23,2024-11-14 17:27:23,Queens,Long Island City,Queens,Astoria,4,27.67,51.22,10.79,0,62.01,Apple Pay,5,VEND003,1.0,98,16.9
282,2024-07-20 01:43:29,2024-07-20 02:28:29,Brooklyn,Williamsburg,Manhattan,Times Square,5,9.84,26.17,3.82,0,29.99,Business Card,5,VEND001,1.0,45,13.1
283,2024-12-22 17:13:05,2024-12-22 17:25:05,Queens,Flushing,Staten Island,Tompkinsville,2,2.89,8.93,0.86,0.73,10.52,Venmo,2,VEND002,1.0,12,14.4
284,2024-11-01 17:44:29,2024-11-01 18:47:29,Staten Island,Port Richmond,Queens,Jamaica,6,13.27,35.5,3.54,0,39.04,Cash,4,VEND003,1.0,63,12.6
285,2024-09-27 00:51:28,2024-09-27 03:29:28,Staten Island,St. George,Staten Island,St. George,6,24.27,74.44,5.24,0,79.68,Business Card,4,VEND001,1.1,158,9.2
286,2024-06-13 08:59:34,2024-06-13 09:21:34,Queens,Long Island City,Bronx,Fordham,2,9.37,18.14,1.85,0,19.99,Apple Pay,3,VEND002,1.0,22,25.6
287,2024-07-28 19:46:38,2024-07-28 20:43:38,Manhattan,Upper West Side,Bronx,Mott Haven,1,22.62,55.85,6.79,0,62.64,Cash,3,VEND003,1.0,57,23.8
288,2024-05-31 22:57:03,2024-06-01 01:50:03,Queens,Sunnyside,Brooklyn,Crown Heights,2,28.83,65.48,9.09,0,74.57,Apple Pay,5,VEND001,1.0,173,10.0
289,2024-12-21 22:09:30,2024-12-22 01:11:30,Staten Island,Port Richmond,Brooklyn,Bedford-Stuyvesant,3,25.93,80.03,9.49,0,89.52,Credit Card,3,VEND002,1.0,182,8.5
290,2024-01-25 01:48:14,2024-01-25 02:31:14,Brooklyn,Park Slope,Staten Island,Port Richmond,6,6.5,14.26,1.94,0,16.2,Business Card,5,VEND003,1.0,43,9.1
