sale_id,date,product_sku,product_name,category,gender,region,state,city,retailer,sales_channel,units_sold,unit_price,total_sales,operating_profit,margin_pct
372,2024-11-30,ADS8454,Cloudfoam,Casual,Unisex,West,Michigan,Lake Toddshire,Eastbay,Retail,33,168.23,5551.59,2809.1,50.6
373,2024-07-27,ADS8404,Adicross,Golf,Men,Midwest,Texas,Jeffreyborough,Finish Line,Retail,22,98.04,2156.88,1087.07,50.4
374,2024-02-17,ADS3231,Ultraboost,Running,Men,West,Florida,Douglasfurt,Champs Sports,Online,40,59.84,2393.6,1503.18,62.8
375,2024-02-17,ADS8433,Adicross,Golf,Men,Midwest,Texas,Moralesberg,Finish Line,Retail,28,241.95,6774.6,2743.71,40.5
376,2024-06-16,ADS2816,Training,Training,Unisex,Southeast,Illinois,Dawnstad,Macys,Retail,34,227.6,7738.4,4109.09,53.1
377,2025-03-05,ADS6725,Forum,Lifestyle,Women,Southwest,Texas,Lake Lauren,Foot Locker,Retail,28,164.87,4616.36,2612.86,56.6
378,2024-06-26,ADS3167,Cloudfoam,Casual,Unisex,Southeast,California,Nicoleville,Eastbay,Online,26,154.19,4008.94,1567.5,39.1
379,2024-07-11,ADS6178,Cloudfoam,Casual,Unisex,Southeast,Texas,Browntown,Champs Sports,Online,17,107.09,1820.53,921.19,50.6
380,2025-06-22,ADS5907,Stan Smith,Lifestyle,Unisex,Southeast,Florida,Stephaniefort,Adidas.com,Online,29,186.91,5420.39,2932.43,54.1
381,2025-03-17,ADS9061,Ultraboost,Running,Women,Northeast,Michigan,Codymouth,Champs Sports,Outlet,12,241.45,2897.4,1718.16,59.3
382,2024-05-03,ADS6769,Superstar,Lifestyle,Unisex,Southwest,Florida,Bowersbury,Foot Locker,Online,30,96.12,2883.6,1764.76,61.2
383,2024-07-13,ADS1234,Stan Smith,Lifestyle,Unisex,Southwest,Michigan,Beasleychester,Dicks Sporting Goods,Outlet,14,169.49,2372.86,1217.28,51.3
384,2024-07-02,ADS7818,Forum,Lifestyle,Women,Northeast,Ohio,Justinville,Macys,Retail,4,151.01,604.04,375.71,62.2
385,2024-06-22,ADS6794,NMD,Lifestyle,Women,Southwest,Ohio,Fowlerland,Macys,Online,26,106.24,2762.24,1278.92,46.3
386,2024-03-18,ADS9556,NMD,Lifestyle,Women,Southeast,Ohio,North Justinhaven,Dicks Sporting Goods,Online,11,234.97,2584.67,1393.14,53.9
387,2024-04-27,ADS7246,Superstar,Lifestyle,Unisex,Southwest,Arizona,Cruzberg,Adidas.com,Retail,34,231.7,7877.8,4419.45,56.1
388,2024-08-23,ADS6081,X Speedportal,Football,Men,Southeast,Michigan,Lake Ann,Dicks Sporting Goods,Outlet,46,118.87,5468.02,2908.99,53.2
389,2024-09-10,ADS1728,Copa,Football,Men,Southeast,Texas,Lake Kimberlyborough,Finish Line,Outlet,3,131.54,394.62,177.18,44.9
390,2024-01-14,ADS8541,Superstar,Lifestyle,Unisex,Northeast,New York,Migueltown,Finish Line,Outlet,35,210.12,7354.2,3802.12,51.7
391,2024-05-24,ADS7252,Superstar,Lifestyle,Unisex,West,Georgia,Normachester,Macys,Online,14,232.36,3253.04,1984.35,61.0
392,2025-06-05,ADS7376,Ultraboost,Running,Women,Southeast,Georgia,South Jay,Nordstrom,Online,48,234.84,11272.32,5568.53,49.4
393,2025-03-11,ADS1476,Forum,Lifestyle,Women,Southeast,New York,Griffinland,Adidas.com,Outlet,30,65.97,1979.1,1132.05,57.2
394,2024-07-04,ADS8170,Forum,Lifestyle,Women,Northeast,California,Sullivanview,Champs Sports,Online,15,131.5,1972.5,1181.53,59.9
395,2025-02-22,ADS6684,Predator,Football,Men,Midwest,Pennsylvania,Port Aaronland,Finish Line,Retail,18,212.13,3818.34,2065.72,54.1
396,2024-09-11,ADS8420,Cloudfoam,Casual,Unisex,Southwest,California,Wallaceburgh,Adidas.com,Retail,42,72.3,3036.6,1181.24,38.9
397,2025-04-01,ADS8697,Adicross,Golf,Men,Southeast,California,New Faith,Dicks Sporting Goods,Retail,34,80.79,2746.86,1255.32,45.7
398,2024-08-22,ADS3788,Predator,Football,Men,West,Ohio,West Rhonda,Eastbay,Online,43,195.27,8396.61,5012.78,59.7
399,2024-03-16,ADS3496,Copa,Football,Men,Midwest,Ohio,Avilaville,Nordstrom,Retail,17,187.47,3186.99,1156.88,36.3
400,2025-05-09,ADS4652,Cloudfoam,Casual,Unisex,West,Pennsylvania,West Benjaminburgh,Eastbay,Outlet,47,147.06,6911.82,4057.24,58.7
401,2025-04-17,ADS9805,Supernova,Running,Men,Northeast,Ohio,Merrittport,Champs Sports,Outlet,7,98.03,686.21,325.95,47.5
402,2024-12-11,ADS9644,Copa,Football,Men,Southwest,Ohio,South Sheilashire,Champs Sports,Outlet,42,120.94,5079.48,2478.79,48.8
403,2024-02-08,ADS5334,Ultraboost,Running,Men,Southwest,Pennsylvania,West Racheltown,Finish Line,Online,18,98.86,1779.48,896.86,50.4
404,2025-02-24,ADS3671,Superstar,Lifestyle,Unisex,Midwest,Michigan,Carterchester,Nordstrom,Retail,40,188.01,7520.4,4542.32,60.4
405,2024-04-25,ADS7934,Ultraboost,Running,Women,Southeast,Florida,North Emily,Macys,Retail,29,232.37,6738.73,2419.2,35.9
406,2025-01-06,ADS8998,X Speedportal,Football,Men,Southwest,California,Mendezberg,Nordstrom,Online,27,241.16,6511.32,2812.89,43.2
407,2024-06-23,ADS5013,Supernova,Running,Men,West,Michigan,East Lonnieborough,Adidas.com,Outlet,46,53.31,2452.26,892.62,36.4
408,2025-01-18,ADS7159,Forum,Lifestyle,Men,Southeast,Michigan,Vincentland,Finish Line,Online,33,86.88,2867.04,1433.52,50.0
409,2025-04-25,ADS9980,Terrex,Outdoor,Men,Northeast,California,West Johnland,Adidas.com,Online,40,126.22,5048.8,1847.86,36.6
410,2025-04-18,ADS4239,Terrex,Outdoor,Men,Midwest,Georgia,Leefort,Eastbay,Online,14,211.0,2954.0,1438.6,48.7
411,2024-10-25,ADS9380,Stan Smith,Lifestyle,Unisex,Southwest,Texas,South Rodneyside,Nordstrom,Retail,29,171.72,4979.88,2475.0,49.7
412,2024-07-19,ADS8580,Terrex,Outdoor,Men,West,Illinois,Michaelburgh,Nordstrom,Retail,43,165.75,7127.25,3820.21,53.6
413,2025-05-06,ADS7026,Adicross,Golf,Men,Northeast,Ohio,Russellton,Nordstrom,Outlet,40,157.19,6287.6,3275.84,52.1
414,2025-02-15,ADS2359,Predator,Football,Men,Southwest,Texas,Port Sandrahaven,Macys,Outlet,25,182.99,4574.75,1784.15,39.0
415,2024-01-27,ADS4674,Terrex,Outdoor,Men,West,Ohio,New Michael,Dicks Sporting Goods,Outlet,19,223.2,4240.8,2625.06,61.9
416,2024-07-31,ADS3349,Adicross,Golf,Men,Northeast,Pennsylvania,West Sandra,Dicks Sporting Goods,Online,43,63.16,2715.88,1681.13,61.9
417,2024-05-17,ADS4030,Training,Training,Unisex,Northeast,Illinois,Briannaton,Nordstrom,Retail,7,174.77,1223.39,748.71,61.2
418,2024-05-22,ADS4350,Copa,Football,Men,Northeast,New York,Vaughanbury,Eastbay,Outlet,21,187.76,3942.96,1557.47,39.5
419,2024-02-10,ADS1421,Training,Training,Unisex,West,Michigan,Port Brookeport,Dicks Sporting Goods,Retail,17,199.48,3391.16,1658.28,48.9
420,2025-04-08,ADS4964,Supernova,Running,Men,Southeast,Texas,Rodneyfort,Dicks Sporting Goods,Outlet,47,75.54,3550.38,1629.62,45.9
421,2024-03-30,ADS3832,Copa,Football,Men,West,Florida,Smithstad,Champs Sports,Online,19,223.78,4251.82,1500.89,35.3
422,2024-11-24,ADS2478,Copa,Football,Men,Southeast,Texas,Allisonville,Adidas.com,Retail,2,173.46,346.92,181.44,52.3
423,2024-02-21,ADS2001,Superstar,Lifestyle,Unisex,Northeast,Illinois,Dunnfurt,Eastbay,Outlet,37,111.02,4107.74,1827.94,44.5
424,2024-11-21,ADS3520,X Speedportal,Football,Men,Midwest,Illinois,Port Emilyshire,Champs Sports,Online,42,54.04,2269.68,955.54,42.1
425,2024-05-21,ADS2865,Adizero,Running,Men,Southeast,Illinois,Port Lisa,Finish Line,Retail,39,154.04,6007.56,2258.84,37.6
426,2024-06-29,ADS4511,NMD,Lifestyle,Women,West,Arizona,Christopherfort,Champs Sports,Outlet,31,187.66,5817.46,2158.28,37.1
427,2024-03-11,ADS2428,Superstar,Lifestyle,Unisex,Southeast,Pennsylvania,Bennettbury,Finish Line,Retail,28,226.89,6352.92,3265.4,51.4
428,2024-08-06,ADS3710,Stan Smith,Lifestyle,Unisex,West,Texas,South Nathanielton,Finish Line,Outlet,8,59.93,479.44,189.38,39.5
429,2025-02-12,ADS6002,Adizero,Running,Men,West,California,Jackieland,Dicks Sporting Goods,Outlet,3,248.7,746.1,282.03,37.8
430,2024-10-24,ADS9655,NMD,Lifestyle,Women,Northeast,Arizona,North Matthewport,Champs Sports,Outlet,4,239.42,957.68,495.12,51.7
431,2024-05-09,ADS2917,Cloudfoam,Casual,Unisex,West,Texas,Lake Whitney,Adidas.com,Outlet,24,99.93,2398.32,952.13,39.7
432,2025-02-15,ADS7431,Stan Smith,Lifestyle,Unisex,West,Florida,East Jeremy,Foot Locker,Retail,14,50.07,700.98,286.0,40.8
433,2024-02-12,ADS7532,Stan Smith,Lifestyle,Unisex,Southwest,California,Terrellfurt,Macys,Outlet,28,85.2,2385.6,1464.76,61.4
434,2024-04-07,ADS4566,Adizero,Running,Men,West,Arizona,Lake John,Foot Locker,Outlet,6,230.93,1385.58,489.11,35.3
435,2025-06-02,ADS1585,Forum,Lifestyle,Men,Midwest,California,North Davidhaven,Foot Locker,Online,49,225.89,11068.61,5467.89,49.4
436,2024-12-17,ADS5079,NMD,Lifestyle,Men,Midwest,Illinois,Karenmouth,Nordstrom,Retail,2,203.07,406.14,235.16,57.9
437,2024-09-08,ADS9507,Ultraboost,Running,Men,Southwest,Georgia,Sabrinaview,Nordstrom,Online,5,241.0,1205.0,514.53,42.7
438,2024-07-30,ADS6867,Forum,Lifestyle,Women,Southwest,New York,Port Katie,Finish Line,Online,49,132.56,6495.44,3643.94,56.1
439,2024-02-14,ADS1427,Training,Training,Unisex,Southeast,Pennsylvania,South Patriciaborough,Foot Locker,Online,14,197.52,2765.28,1064.63,38.5
440,2024-04-22,ADS1507,Supernova,Running,Men,Southeast,Arizona,Kennethmouth,Champs Sports,Online,45,102.82,4626.9,2669.72,57.7
441,2024-02-25,ADS6658,Supernova,Running,Men,West,Arizona,New Williamhaven,Macys,Retail,30,126.27,3788.1,1352.35,35.7
442,2024-02-14,ADS3243,Training,Training,Unisex,Southeast,Florida,Andrewberg,Eastbay,Online,39,120.4,4695.6,1990.93,42.4
443,2024-05-10,ADS9567,Ultraboost,Running,Men,Northeast,California,East Melindahaven,Eastbay,Online,48,141.03,6769.44,3750.27,55.4
444,2025-03-23,ADS5090,X Speedportal,Football,Men,Southeast,Florida,Castroview,Macys,Online,36,176.03,6337.08,3016.45,47.6
445,2024-05-28,ADS9757,Ultraboost,Running,Men,Southwest,Illinois,East Meaganburgh,Macys,Outlet,26,206.8,5376.8,2424.94,45.1
446,2024-10-02,ADS3803,NMD,Lifestyle,Women,Southeast,Pennsylvania,New Jacob,Nordstrom,Outlet,40,153.69,6147.6,3768.48,61.3
447,2024-05-05,ADS9595,Ultraboost,Running,Men,Midwest,Michigan,West Taraborough,Dicks Sporting Goods,Outlet,32,215.76,6904.32,2803.15,40.6
448,2024-09-21,ADS6833,Terrex,Outdoor,Men,Midwest,Texas,Port Robert,Finish Line,Outlet,22,153.34,3373.48,1933.0,57.3
449,2024-01-29,ADS4518,Forum,Lifestyle,Men,Midwest,Michigan,New John,Dicks Sporting Goods,Online,27,227.25,6135.75,3589.41,58.5
450,2025-01-15,ADS9975,Cloudfoam,Casual,Unisex,Southwest,Florida,Reyesberg,Champs Sports,Outlet,36,141.56,5096.16,3174.91,62.3
451,2024-10-16,ADS1533,NMD,Lifestyle,Men,Midwest,Florida,Lake Heather,Champs Sports,Retail,16,66.25,1060.0,540.6,51.0
452,2024-05-03,ADS5480,Ultraboost,Running,Women,West,Georgia,Jenkinston,Eastbay,Outlet,20,113.28,2265.6,1073.89,47.4
453,2024-01-18,ADS2447,X Speedportal,Football,Men,Southeast,California,Padillaville,Champs Sports,Online,15,56.13,841.95,418.45,49.7
454,2025-05-27,ADS8246,Forum,Lifestyle,Men,Southwest,Georgia,Normanport,Adidas.com,Online,23,133.33,3066.59,1892.09,61.7
455,2024-06-08,ADS2694,X Speedportal,Football,Men,Northeast,Illinois,Lake Nicholas,Macys,Online,20,112.05,2241.0,786.59,35.1
456,2025-03-26,ADS6105,Terrex,Outdoor,Men,Southeast,Georgia,Cordovaland,Foot Locker,Online,35,129.47,4531.45,1740.08,38.4
457,2024-03-18,ADS7335,Cloudfoam,Casual,Unisex,Northeast,Florida,Port Amber,Champs Sports,Online,8,150.89,1207.12,459.91,38.1
458,2024-07-20,ADS1362,Adizero,Running,Men,Midwest,Ohio,Keithshire,Nordstrom,Outlet,11,146.03,1606.33,754.98,47.0
459,2024-10-07,ADS3874,X Speedportal,Football,Men,Southwest,Michigan,South Ashleyville,Finish Line,Retail,23,116.5,2679.5,1669.33,62.3
460,2024-11-13,ADS4792,NMD,Lifestyle,Women,Southwest,Pennsylvania,East Patricia,Foot Locker,Retail,50,196.91,9845.5,6310.97,64.1
461,2025-06-15,ADS6157,Ultraboost,Running,Men,Midwest,Ohio,Richardhaven,Nordstrom,Outlet,44,77.66,3417.04,1476.16,43.2
462,2024-08-06,ADS1113,Cloudfoam,Casual,Unisex,Northeast,Texas,East Lindseyfort,Champs Sports,Outlet,2,204.4,408.8,144.31,35.3
463,2024-01-22,ADS4613,Stan Smith,Lifestyle,Unisex,West,Georgia,Keithbury,Eastbay,Retail,50,67.72,3386.0,1337.47,39.5
464,2025-03-24,ADS8291,Stan Smith,Lifestyle,Unisex,Southeast,Georgia,Lake Christystad,Finish Line,Outlet,42,183.45,7704.9,4676.87,60.7
465,2024-02-12,ADS6322,Terrex,Outdoor,Men,Southwest,California,East Lindamouth,Finish Line,Retail,4,176.5,706.0,446.9,63.3
466,2025-02-13,ADS7658,Ultraboost,Running,Men,Midwest,California,South Tiffanyton,Foot Locker,Online,39,202.89,7912.71,4130.43,52.2
467,2025-05-09,ADS1315,NMD,Lifestyle,Men,Southeast,Illinois,Port Anne,Macys,Outlet,45,123.55,5559.75,3263.57,58.7
468,2024-06-28,ADS8592,X Speedportal,Football,Men,Northeast,California,Michaelchester,Champs Sports,Online,48,75.6,3628.8,2315.17,63.8
469,2024-08-23,ADS6494,Forum,Lifestyle,Women,Northeast,Illinois,East Donna,Dicks Sporting Goods,Outlet,22,234.51,5159.22,2909.8,56.4
470,2024-08-20,ADS8008,Terrex,Outdoor,Men,West,Ohio,Frostberg,Macys,Online,40,89.84,3593.6,2066.32,57.5
471,2024-06-07,ADS6795,Adizero,Running,Men,Southwest,New York,Mcdanieltown,Eastbay,Retail,49,245.91,12049.59,6735.72,55.9
472,2025-04-30,ADS2095,Superstar,Lifestyle,Unisex,Southwest,Florida,Bradleymouth,Macys,Retail,1,142.61,142.61,54.76,38.4
473,2025-03-08,ADS6225,Ultraboost,Running,Women,West,New York,West Anna,Finish Line,Retail,19,159.69,3034.11,1696.07,55.9
474,2025-04-15,ADS4734,Forum,Lifestyle,Men,Southeast,Georgia,Fischershire,Macys,Outlet,46,210.46,9681.16,4008.0,41.4
475,2025-02-16,ADS1756,NMD,Lifestyle,Women,Northeast,Texas,South Cindy,Eastbay,Online,46,165.3,7603.8,2866.63,37.7
476,2024-10-09,ADS5650,Ultraboost,Running,Women,Midwest,Pennsylvania,South Evan,Champs Sports,Online,7,154.58,1082.06,419.84,38.8
477,2024-03-11,ADS5943,Predator,Football,Men,West,Illinois,Martinezhaven,Foot Locker,Outlet,18,43.81,788.58,482.61,61.2
478,2024-10-24,ADS5017,Copa,Football,Men,Midwest,Ohio,Hooverview,Dicks Sporting Goods,Outlet,46,72.35,3328.1,2053.44,61.7
479,2025-02-24,ADS9763,NMD,Lifestyle,Men,Southwest,Ohio,Schroederborough,Champs Sports,Outlet,31,172.58,5349.98,2145.34,40.1
480,2025-05-10,ADS4409,Forum,Lifestyle,Women,Northeast,New York,South Erinfort,Champs Sports,Retail,36,158.36,5700.96,2206.27,38.7
481,2025-05-11,ADS8739,Training,Training,Unisex,Northeast,Texas,Lake Andrewtown,Nordstrom,Outlet,30,93.89,2816.7,1788.6,63.5
482,2024-05-18,ADS9596,Stan Smith,Lifestyle,Unisex,Southwest,California,Martineztown,Macys,Online,47,224.96,10573.12,6819.66,64.5
483,2025-02-09,ADS7824,Ultraboost,Running,Men,Northeast,Texas,North Elizabethside,Macys,Retail,37,139.84,5174.08,1997.19,38.6
484,2024-06-10,ADS2688,X Speedportal,Football,Men,West,Michigan,West Debraberg,Finish Line,Online,46,89.73,4127.58,2249.53,54.5
485,2025-05-11,ADS5947,Ultraboost,Running,Women,Southwest,Florida,East James,Nordstrom,Outlet,20,113.1,2262.0,909.32,40.2
486,2024-12-15,ADS5790,Superstar,Lifestyle,Unisex,West,Pennsylvania,New Williamport,Eastbay,Online,47,86.85,4081.95,2249.15,55.1
487,2024-01-19,ADS3408,Supernova,Running,Men,Midwest,Florida,West Amychester,Dicks Sporting Goods,Retail,36,135.78,4888.08,3011.06,61.6
488,2024-02-20,ADS1504,Forum,Lifestyle,Men,West,New York,Turnertown,Dicks Sporting Goods,Retail,49,68.72,3367.28,1835.17,54.5
489,2024-07-24,ADS7702,Forum,Lifestyle,Women,Southwest,Georgia,North Dylanside,Adidas.com,Online,38,157.93,6001.34,2208.49,36.8
490,2025-03-26,ADS9999,Cloudfoam,Casual,Unisex,Southeast,Arizona,Lake Kimberlyburgh,Nordstrom,Retail,47,112.53,5288.91,3189.21,60.3
491,2024-01-03,ADS9677,Adizero,Running,Men,Southeast,Texas,Port David,Adidas.com,Online,26,123.12,3201.12,1847.05,57.7
492,2024-08-25,ADS1346,NMD,Lifestyle,Men,Southwest,California,Prattport,Finish Line,Retail,48,181.82,8727.36,4293.86,49.2
493,2024-01-12,ADS7830,NMD,Lifestyle,Women,Southwest,Arizona,West Margaret,Finish Line,Online,34,201.99,6867.66,3701.67,53.9
494,2024-09-01,ADS9435,Supernova,Running,Men,Southeast,Illinois,Ramirezberg,Macys,Outlet,49,142.22,6968.78,3916.45,56.2
495,2024-08-30,ADS5988,Stan Smith,Lifestyle,Unisex,West,Pennsylvania,East Racheltown,Champs Sports,Outlet,45,179.56,8080.2,3886.58,48.1
496,2025-04-13,ADS8778,Superstar,Lifestyle,Unisex,Midwest,Illinois,Lake Timothyport,Nordstrom,Retail,23,167.37,3849.51,1416.62,36.8
497,2025-04-26,ADS6905,Adicross,Golf,Men,Midwest,Texas,North Christophermouth,Dicks Sporting Goods,Outlet,28,129.95,3638.6,1786.55,49.1
498,2024-12-13,ADS8809,Forum,Lifestyle,Men,West,Ohio,East Jesse,Adidas.com,Online,38,131.05,4979.9,2146.34,43.1
499,2025-01-29,ADS3443,NMD,Lifestyle,Men,Northeast,New York,South Samantha,Champs Sports,Online,49,101.08,4952.92,1931.64,39.0
500,2025-05-18,ADS3048,Training,Training,Unisex,Southwest,Illinois,South Jeff,Nordstrom,Online,15,166.46,2496.9,918.86,36.8
501,2024-11-08,ADS1540,Terrex,Outdoor,Men,Southwest,Illinois,Mendozahaven,Adidas.com,Outlet,15,239.78,3596.7,1517.81,42.2
502,2025-06-17,ADS6616,Training,Training,Unisex,Southeast,New York,Hahnmouth,Macys,Retail,6,83.83,502.98,241.43,48.0
503,2024-11-16,ADS6613,Training,Training,Unisex,West,Florida,Port Margaret,Eastbay,Outlet,24,195.1,4682.4,1812.09,38.7
504,2025-04-24,ADS4439,Ultraboost,Running,Men,Southwest,Georgia,Pierceberg,Finish Line,Online,23,48.3,1110.9,668.76,60.2
505,2024-09-03,ADS5224,Stan Smith,Lifestyle,Unisex,Southeast,New York,New Shirleyfort,Nordstrom,Outlet,15,140.9,2113.5,877.1,41.5
506,2024-05-03,ADS8624,Training,Training,Unisex,Southeast,Florida,Lake Whitney,Eastbay,Outlet,50,69.26,3463.0,1752.28,50.6
507,2024-10-08,ADS2671,Superstar,Lifestyle,Unisex,Northeast,Florida,Ericbury,Finish Line,Outlet,49,75.04,3676.96,1926.73,52.4
508,2024-10-29,ADS1871,Forum,Lifestyle,Women,Northeast,Michigan,East Anthony,Macys,Online,47,212.28,9977.16,5587.21,56.0
509,2024-11-06,ADS8303,NMD,Lifestyle,Men,Northeast,Illinois,Beasleyside,Finish Line,Online,3,88.96,266.88,109.69,41.1
510,2024-02-18,ADS9804,Predator,Football,Men,West,Florida,East Amyview,Macys,Retail,13,225.68,2933.84,1628.28,55.5
511,2025-03-11,ADS8976,Training,Training,Unisex,West,California,Nancymouth,Macys,Retail,6,171.44,1028.64,399.11,38.8
512,2024-02-24,ADS7089,Predator,Football,Men,Northeast,Pennsylvania,Hamiltonstad,Champs Sports,Outlet,38,129.58,4924.04,2496.49,50.7
513,2024-07-03,ADS5846,Training,Training,Unisex,Midwest,Ohio,West Jeremiahport,Macys,Retail,42,151.18,6349.56,3416.06,53.8
514,2025-02-08,ADS9837,Stan Smith,Lifestyle,Unisex,Southeast,Pennsylvania,Lake Natasha,Dicks Sporting Goods,Retail,32,55.61,1779.52,978.74,55.0
515,2024-04-27,ADS8377,Copa,Football,Men,Southeast,Arizona,West Nicole,Champs Sports,Outlet,14,41.48,580.72,327.53,56.4
516,2025-03-20,ADS3175,NMD,Lifestyle,Women,West,Michigan,Nicolefort,Finish Line,Outlet,14,112.97,1581.58,678.5,42.9
517,2024-06-02,ADS8679,Supernova,Running,Men,West,Florida,South Maria,Finish Line,Online,30,82.5,2475.0,1321.65,53.4
518,2024-08-23,ADS9352,Terrex,Outdoor,Men,Midwest,Arizona,Rogersshire,Champs Sports,Retail,11,39.91,439.01,165.95,37.8
519,2024-06-25,ADS1489,Terrex,Outdoor,Men,Southeast,Ohio,Port Marcustown,Adidas.com,Retail,44,202.57,8913.08,4946.76,55.5
520,2024-10-30,ADS7632,Cloudfoam,Casual,Unisex,Northeast,Georgia,Jeremychester,Eastbay,Online,48,128.4,6163.2,3358.94,54.5
521,2024-10-30,ADS5879,Copa,Football,Men,West,Arizona,Petersmouth,Champs Sports,Online,31,141.26,4379.06,1655.28,37.8
522,2024-02-17,ADS2458,Stan Smith,Lifestyle,Unisex,Northeast,Florida,New Christian,Nordstrom,Online,23,155.3,3571.9,2025.27,56.7
523,2024-05-01,ADS3501,Copa,Football,Men,Northeast,Ohio,Lake Seanbury,Nordstrom,Outlet,31,66.53,2062.43,956.97,46.4
524,2024-09-08,ADS4373,Training,Training,Unisex,West,Georgia,Mckenziefurt,Finish Line,Outlet,44,87.03,3829.32,1849.56,48.3
525,2025-02-22,ADS4294,X Speedportal,Football,Men,West,Arizona,Annland,Nordstrom,Retail,39,167.24,6522.36,2850.27,43.7
526,2024-02-04,ADS7029,Copa,Football,Men,Southeast,Texas,Campbellport,Eastbay,Online,28,124.17,3476.76,2030.43,58.4
527,2024-10-17,ADS2491,NMD,Lifestyle,Women,Northeast,New York,Wagnerside,Eastbay,Online,3,140.48,421.44,154.25,36.6
528,2024-08-30,ADS3748,Training,Training,Unisex,Midwest,Georgia,South John,Eastbay,Online,15,179.37,2690.55,1493.26,55.5
529,2024-04-14,ADS9273,Superstar,Lifestyle,Unisex,Southwest,Illinois,Port Christina,Finish Line,Outlet,47,71.55,3362.85,1382.13,41.1
530,2025-04-25,ADS2573,Adizero,Running,Men,West,Texas,Clairefort,Adidas.com,Outlet,26,126.61,3291.86,1158.73,35.2
531,2025-02-23,ADS1375,Ultraboost,Running,Men,Southwest,Florida,East Thomasburgh,Dicks Sporting Goods,Retail,34,100.01,3400.34,1628.76,47.9
532,2025-02-15,ADS4239,Copa,Football,Men,Southwest,Michigan,Jonathonmouth,Nordstrom,Outlet,49,100.4,4919.6,2381.09,48.4
533,2024-05-01,ADS8057,Terrex,Outdoor,Men,Northeast,Arizona,Ryanside,Adidas.com,Outlet,18,170.47,3068.46,1156.81,37.7
534,2024-03-17,ADS6992,NMD,Lifestyle,Men,West,Texas,Jacobton,Adidas.com,Retail,27,141.56,3822.12,1674.09,43.8
535,2024-03-03,ADS7856,Terrex,Outdoor,Men,Southwest,Arizona,North Scott,Macys,Retail,16,196.51,3144.16,1776.45,56.5
536,2025-04-11,ADS4830,Forum,Lifestyle,Women,West,Pennsylvania,Aaronfort,Adidas.com,Outlet,45,205.45,9245.25,5898.47,63.8
537,2024-06-03,ADS6435,Adicross,Golf,Men,Southwest,Georgia,Williamton,Nordstrom,Online,37,63.12,2335.44,838.42,35.9
538,2025-04-14,ADS8250,NMD,Lifestyle,Men,Northeast,Arizona,Ericmouth,Finish Line,Retail,20,130.14,2602.8,1488.8,57.2
539,2024-01-30,ADS7607,X Speedportal,Football,Men,West,Ohio,West Joshua,Finish Line,Outlet,17,87.78,1492.26,680.47,45.6
540,2024-09-03,ADS3454,Supernova,Running,Men,Southeast,California,South Courtneyview,Champs Sports,Retail,48,119.94,5757.12,2573.43,44.7
541,2024-09-17,ADS4642,Training,Training,Unisex,Midwest,Florida,West John,Nordstrom,Retail,41,207.48,8506.68,3402.67,40.0
542,2024-03-02,ADS2836,NMD,Lifestyle,Women,Southeast,Texas,New Amandaview,Nordstrom,Retail,22,122.23,2689.06,1083.69,40.3
543,2025-06-03,ADS1083,Supernova,Running,Men,West,Michigan,Bergershire,Adidas.com,Online,33,211.85,6991.05,3397.65,48.6
544,2025-03-15,ADS7254,Adicross,Golf,Men,Southwest,California,Port Robert,Macys,Outlet,27,221.57,5982.39,3212.54,53.7
545,2024-05-03,ADS5525,Supernova,Running,Men,Southwest,Georgia,North Juanberg,Foot Locker,Outlet,26,80.57,2094.82,896.58,42.8
546,2024-10-31,ADS6538,Adizero,Running,Men,Northeast,Florida,Chambersburgh,Champs Sports,Outlet,12,126.6,1519.2,612.24,40.3
547,2025-06-24,ADS9236,Adicross,Golf,Men,Northeast,Arizona,Port Joseph,Adidas.com,Online,36,245.49,8837.64,5187.69,58.7
548,2024-10-12,ADS4520,Copa,Football,Men,Southeast,Ohio,West Nathan,Dicks Sporting Goods,Outlet,34,61.36,2086.24,1107.79,53.1
549,2024-03-20,ADS2645,Cloudfoam,Casual,Unisex,Southeast,Michigan,Williamsfort,Nordstrom,Retail,43,188.65,8111.95,3812.62,47.0
550,2025-06-22,ADS6549,Ultraboost,Running,Men,Southwest,Florida,Woodsfort,Adidas.com,Online,2,199.78,399.56,159.82,40.0
551,2024-03-09,ADS8629,Ultraboost,Running,Men,Northeast,Michigan,Kaylafort,Foot Locker,Retail,19,49.74,945.06,560.42,59.3
552,2024-11-06,ADS5836,Supernova,Running,Men,West,Arizona,Aliciaville,Foot Locker,Online,42,117.72,4944.24,2931.93,59.3
553,2025-05-24,ADS6836,Training,Training,Unisex,Midwest,Texas,Coopermouth,Foot Locker,Outlet,47,169.48,7965.56,3680.09,46.2
554,2024-02-02,ADS8176,Predator,Football,Men,Northeast,Michigan,Joneston,Champs Sports,Outlet,37,214.16,7923.92,3755.94,47.4
555,2024-06-28,ADS6098,Forum,Lifestyle,Women,West,New York,Guerrastad,Finish Line,Outlet,1,51.51,51.51,26.32,51.1
556,2025-01-14,ADS6990,Superstar,Lifestyle,Unisex,Northeast,Pennsylvania,North Lesliefort,Foot Locker,Outlet,36,196.51,7074.36,4400.25,62.2
557,2024-11-07,ADS3301,Cloudfoam,Casual,Unisex,Northeast,Florida,Port Benjaminshire,Macys,Outlet,38,53.0,2014.0,837.82,41.6
