session_id,date,customer_id,utm_source,utm_medium,landing_page,product_viewed,added_to_cart,reached_checkout,purchase_completed,revenue,device_type,browser,country,city,new_vs_returning,session_duration_sec,pages_visited,abandonment_reason
380,2025-01-09,CUST0380,TikTok,cpc,/sale,Yes,Yes,No,No,0,Desktop,Chrome,IN,Jamesshire,Returning,171,5,Checkout Abandoned
381,2025-03-04,CUST0381,Referral,email,/about,Yes,No,No,No,0,Tablet,Chrome,FR,Warrenbury,Returning,23,2,Cart Not Initiated
382,2025-02-01,CUST0382,Email,email,/sale,Yes,Yes,No,No,0,Desktop,Chrome,US,West Tylertown,Returning,127,6,Checkout Abandoned
383,2025-04-24,CUST0383,Organic Search,email,/about,Yes,Yes,Yes,Yes,394.56,Desktop,Safari,UK,Nguyenburgh,New Visitor,600,13,
384,2024-12-04,CUST0384,Twitter,email,/about,Yes,No,No,No,0,Tablet,Opera,AU,New Stephanieport,Returning,248,13,Cart Not Initiated
385,2025-01-23,CUST0385,Direct,email,/,Yes,Yes,Yes,Yes,228.15,Tablet,Edge,CA,North Hailey,Returning,519,4,
386,2025-03-12,CUST0386,TikTok,referral,/sale,No,No,No,No,0,Mobile,Firefox,UK,Lambbury,New Visitor,27,1,Bounced
387,2025-06-14,CUST0387,Twitter,referral,/products,Yes,Yes,No,No,0,Mobile,Edge,JP,Perezview,Returning,547,3,Checkout Abandoned
388,2024-10-09,CUST0388,Instagram,referral,/products,Yes,Yes,Yes,Yes,251.87,Tablet,Edge,IN,Fisherbury,New Visitor,404,12,
389,2025-01-16,CUST0389,Twitter,organic,/,Yes,Yes,Yes,Yes,328.5,Desktop,Edge,UK,Port Danielton,New Visitor,183,6,
390,2024-07-02,CUST0390,Instagram,email,/products,Yes,Yes,Yes,No,0,Tablet,Edge,IN,North Kenneth,New Visitor,534,3,Payment Failed
391,2025-04-10,CUST0391,Direct,organic,/collections,Yes,Yes,No,No,0,Tablet,Chrome,MX,Monicaside,Returning,358,12,Checkout Abandoned
392,2025-01-01,CUST0392,Facebook Ads,social,/sale,No,No,No,No,0,Mobile,Safari,BR,Danielberg,New Visitor,11,2,Bounced
393,2024-08-11,CUST0393,Organic Search,referral,/,No,No,No,No,0,Desktop,Chrome,JP,East Shannonburgh,Returning,21,2,Bounced
394,2024-10-30,CUST0394,Email,social,/sale,Yes,Yes,No,No,0,Tablet,Safari,FR,South Kevin,New Visitor,117,15,Checkout Abandoned
395,2025-01-18,CUST0395,Pinterest,organic,/products,Yes,Yes,Yes,Yes,304.3,Desktop,Edge,MX,East Carrieshire,Returning,418,4,
396,2025-06-25,CUST0396,Twitter,cpc,/about,Yes,No,No,No,0,Desktop,Chrome,US,West Jeffrey,New Visitor,591,3,Cart Not Initiated
397,2024-08-28,CUST0397,Pinterest,social,/collections,Yes,Yes,No,No,0,Tablet,Firefox,US,East Michelletown,Returning,293,4,Checkout Abandoned
398,2024-12-31,CUST0398,Organic Search,cpc,/about,Yes,No,No,No,0,Desktop,Chrome,FR,Martintown,Returning,413,3,Cart Not Initiated
399,2025-06-10,CUST0399,Instagram,referral,/products,No,No,No,No,0,Desktop,Opera,US,Stuartside,Returning,15,2,Bounced
400,2025-05-29,CUST0400,Email,organic,/products,Yes,Yes,No,No,0,Tablet,Firefox,MX,Port Regina,New Visitor,549,14,Checkout Abandoned
401,2024-12-24,CUST0401,Email,cpc,/collections,No,No,No,No,0,Desktop,Chrome,CA,Jessicaville,Returning,11,2,Bounced
402,2025-01-13,CUST0402,Email,referral,/collections,Yes,Yes,Yes,No,0,Desktop,Safari,IN,Jamesport,Returning,315,12,Account Required
403,2024-08-06,CUST0403,Direct,referral,/sale,No,No,No,No,0,Tablet,Edge,BR,West Nicholasshire,Returning,19,3,Bounced
404,2024-10-21,CUST0404,Google Ads,referral,/collections,Yes,No,No,No,0,Tablet,Edge,DE,New Douglasside,Returning,69,5,Cart Not Initiated
405,2025-05-30,CUST0405,Facebook Ads,email,/products,Yes,Yes,Yes,No,0,Mobile,Firefox,MX,New Matthewfurt,New Visitor,447,15,High Shipping Cost
406,2024-08-25,CUST0406,Referral,email,/sale,Yes,Yes,Yes,Yes,76.51,Mobile,Opera,MX,Katherineview,Returning,133,6,
407,2025-02-04,CUST0407,Instagram,social,/sale,Yes,Yes,Yes,Yes,249.23,Desktop,Opera,AU,Boothbury,Returning,443,10,
408,2024-07-16,CUST0408,Referral,social,/about,Yes,Yes,Yes,Yes,409.62,Mobile,Edge,BR,Morrisfort,Returning,311,5,
409,2025-01-29,CUST0409,TikTok,referral,/collections,Yes,Yes,No,No,0,Desktop,Firefox,CA,New Davidmouth,Returning,308,2,Checkout Abandoned
410,2025-06-15,CUST0410,Google Ads,referral,/collections,Yes,No,No,No,0,Desktop,Safari,US,Evansmouth,Returning,72,10,Cart Not Initiated
411,2024-10-05,CUST0411,Google Ads,social,/,No,No,No,No,0,Mobile,Chrome,FR,Schultzshire,Returning,9,1,Bounced
412,2025-01-23,CUST0412,TikTok,email,/products,Yes,No,No,No,0,Desktop,Opera,UK,Lake Melissa,Returning,333,10,Cart Not Initiated
413,2024-11-10,CUST0413,Email,referral,/collections,No,No,No,No,0,Desktop,Chrome,CA,Hallborough,Returning,29,1,Bounced
414,2024-07-12,CUST0414,Instagram,cpc,/products,Yes,Yes,No,No,0,Tablet,Chrome,CA,Port Robertshire,New Visitor,416,9,Checkout Abandoned
415,2024-10-08,CUST0415,Direct,email,/products,Yes,Yes,Yes,No,0,Mobile,Edge,DE,South Jenniferbury,Returning,460,10,Payment Failed
416,2024-06-01,CUST0416,Pinterest,social,/products,Yes,Yes,No,No,0,Tablet,Chrome,MX,North Susanfort,Returning,28,7,Checkout Abandoned
417,2025-06-25,CUST0417,Organic Search,organic,/collections,Yes,No,No,No,0,Mobile,Edge,FR,South Chadland,New Visitor,50,10,Cart Not Initiated
418,2024-10-12,CUST0418,Direct,social,/sale,Yes,Yes,Yes,Yes,72.5,Mobile,Edge,US,Port Andrew,Returning,326,14,
419,2024-12-27,CUST0419,Referral,organic,/sale,Yes,Yes,Yes,No,0,Mobile,Safari,BR,Carrollburgh,Returning,195,12,High Shipping Cost
420,2025-05-14,CUST0420,TikTok,referral,/collections,Yes,Yes,Yes,Yes,277.5,Mobile,Firefox,UK,East Andreamouth,Returning,352,10,
421,2024-07-17,CUST0421,Organic Search,cpc,/collections,No,No,No,No,0,Mobile,Chrome,MX,West Carolynfurt,Returning,16,2,Bounced
422,2024-09-19,CUST0422,Instagram,social,/collections,Yes,Yes,Yes,Yes,459.22,Desktop,Opera,UK,East Gary,Returning,15,7,
423,2024-10-22,CUST0423,Facebook Ads,organic,/collections,Yes,Yes,Yes,No,0,Tablet,Chrome,BR,Juanside,Returning,203,13,No Reason
424,2025-04-05,CUST0424,Organic Search,referral,/products,No,No,No,No,0,Desktop,Firefox,US,South Curtisstad,Returning,25,3,Bounced
425,2024-09-29,CUST0425,Organic Search,email,/,Yes,No,No,No,0,Desktop,Safari,MX,Port Katherine,New Visitor,437,13,Cart Not Initiated
426,2025-01-15,CUST0426,Email,cpc,/products,No,No,No,No,0,Desktop,Firefox,BR,Lindamouth,New Visitor,7,2,Bounced
427,2025-02-11,CUST0427,Google Ads,referral,/,No,No,No,No,0,Tablet,Chrome,UK,Jameschester,Returning,27,2,Bounced
428,2025-01-13,CUST0428,Referral,social,/sale,No,No,No,No,0,Mobile,Chrome,BR,North Kevin,Returning,22,3,Bounced
429,2025-04-03,CUST0429,Google Ads,email,/products,Yes,No,No,No,0,Mobile,Safari,US,Lake Andrew,Returning,593,4,Cart Not Initiated
430,2024-06-13,CUST0430,Facebook Ads,email,/sale,Yes,Yes,No,No,0,Tablet,Edge,UK,North John,Returning,208,15,Checkout Abandoned
431,2024-10-13,CUST0431,TikTok,social,/products,Yes,No,No,No,0,Tablet,Edge,FR,Weberville,Returning,382,12,Cart Not Initiated
432,2024-08-12,CUST0432,TikTok,social,/collections,Yes,No,No,No,0,Mobile,Safari,FR,Michaelville,Returning,509,7,Cart Not Initiated
433,2024-08-22,CUST0433,TikTok,social,/products,Yes,Yes,No,No,0,Desktop,Firefox,IN,Port Wendyshire,Returning,51,9,Checkout Abandoned
434,2025-01-22,CUST0434,Google Ads,organic,/collections,Yes,Yes,Yes,Yes,66.38,Tablet,Chrome,UK,Robertberg,Returning,577,8,
435,2025-03-11,CUST0435,Facebook Ads,email,/about,Yes,Yes,Yes,Yes,421.06,Tablet,Firefox,US,Simonport,New Visitor,388,3,
436,2024-12-28,CUST0436,Twitter,organic,/,Yes,No,No,No,0,Desktop,Safari,MX,Lake Adamchester,Returning,151,8,Cart Not Initiated
437,2025-02-03,CUST0437,Email,cpc,/products,Yes,Yes,Yes,No,0,Tablet,Chrome,DE,Port Williamborough,Returning,539,14,Price Comparison
438,2025-03-16,CUST0438,Instagram,cpc,/products,Yes,No,No,No,0,Mobile,Chrome,IN,Lake Anthonyfort,New Visitor,480,14,Cart Not Initiated
439,2024-12-12,CUST0439,Twitter,social,/about,Yes,Yes,No,No,0,Desktop,Opera,MX,Port Maria,Returning,571,10,Checkout Abandoned
440,2024-08-11,CUST0440,Referral,cpc,/,Yes,No,No,No,0,Mobile,Safari,US,East Jesse,Returning,326,5,Cart Not Initiated
441,2024-08-26,CUST0441,Twitter,organic,/sale,No,No,No,No,0,Desktop,Firefox,UK,Carlborough,Returning,4,3,Bounced
442,2024-08-04,CUST0442,Instagram,referral,/sale,Yes,Yes,Yes,Yes,83.62,Desktop,Firefox,CA,Cassandraberg,Returning,445,4,
443,2024-09-07,CUST0443,Instagram,social,/products,Yes,Yes,Yes,Yes,308.44,Desktop,Chrome,UK,Jeffreyfort,Returning,431,11,
444,2024-09-15,CUST0444,Pinterest,referral,/collections,Yes,No,No,No,0,Mobile,Edge,IN,Port Brettport,Returning,103,7,Cart Not Initiated
445,2025-05-17,CUST0445,Organic Search,social,/,Yes,Yes,No,No,0,Desktop,Edge,UK,North Stevenchester,Returning,406,11,Checkout Abandoned
446,2025-01-05,CUST0446,TikTok,organic,/collections,Yes,Yes,No,No,0,Mobile,Safari,FR,North Nathan,Returning,468,6,Checkout Abandoned
447,2024-07-09,CUST0447,Referral,email,/sale,Yes,Yes,Yes,Yes,496.64,Desktop,Chrome,BR,North Robert,Returning,258,13,
448,2025-01-19,CUST0448,Organic Search,email,/,Yes,Yes,No,No,0,Mobile,Opera,DE,West Dylanview,Returning,355,7,Checkout Abandoned
449,2024-09-24,CUST0449,Facebook Ads,cpc,/products,Yes,Yes,Yes,No,0,Mobile,Firefox,BR,East Jeremyfurt,New Visitor,113,15,Slow Loading
450,2025-06-14,CUST0450,Organic Search,referral,/sale,Yes,Yes,Yes,Yes,56.95,Tablet,Firefox,FR,South Kathryn,Returning,58,2,
451,2025-01-10,CUST0451,Google Ads,cpc,/sale,Yes,Yes,Yes,No,0,Tablet,Edge,MX,West Laurenfort,Returning,145,5,Complex Checkout
452,2024-09-16,CUST0452,Google Ads,referral,/about,No,No,No,No,0,Desktop,Safari,UK,Perrychester,New Visitor,16,2,Bounced
453,2024-06-05,CUST0453,Facebook Ads,organic,/about,Yes,Yes,No,No,0,Mobile,Opera,AU,West Christinatown,Returning,230,9,Checkout Abandoned
454,2024-09-25,CUST0454,Direct,email,/about,Yes,Yes,Yes,No,0,Mobile,Opera,AU,Theodorechester,Returning,37,8,Account Required
455,2024-08-11,CUST0455,Google Ads,cpc,/,Yes,No,No,No,0,Mobile,Chrome,IN,Port Jeffrey,Returning,230,5,Cart Not Initiated
456,2024-07-16,CUST0456,Email,social,/about,No,No,No,No,0,Tablet,Edge,JP,Bradleyhaven,Returning,14,1,Bounced
457,2025-02-26,CUST0457,Pinterest,email,/about,Yes,Yes,No,No,0,Mobile,Edge,BR,Johnmouth,Returning,170,15,Checkout Abandoned
458,2024-12-23,CUST0458,Twitter,cpc,/products,Yes,Yes,No,No,0,Mobile,Edge,BR,North Aaron,Returning,38,10,Checkout Abandoned
459,2024-10-14,CUST0459,Pinterest,email,/collections,Yes,Yes,Yes,Yes,67.76,Desktop,Chrome,DE,Brittanybury,Returning,266,7,
460,2024-12-25,CUST0460,Twitter,referral,/about,No,No,No,No,0,Tablet,Opera,CA,West Amychester,New Visitor,28,2,Bounced
461,2025-03-03,CUST0461,Google Ads,referral,/,No,No,No,No,0,Mobile,Safari,UK,Nicholeton,New Visitor,5,2,Bounced
462,2024-11-24,CUST0462,Facebook Ads,referral,/about,Yes,No,No,No,0,Tablet,Edge,JP,Davidshire,Returning,163,5,Cart Not Initiated
463,2025-05-21,CUST0463,Facebook Ads,referral,/about,No,No,No,No,0,Mobile,Firefox,MX,Sarahview,Returning,19,2,Bounced
464,2025-01-16,CUST0464,Google Ads,organic,/collections,Yes,No,No,No,0,Tablet,Firefox,IN,West Savannah,Returning,262,12,Cart Not Initiated
465,2024-08-05,CUST0465,Pinterest,referral,/products,Yes,Yes,No,No,0,Tablet,Firefox,FR,South Bryan,New Visitor,544,15,Checkout Abandoned
466,2025-01-01,CUST0466,Facebook Ads,referral,/products,Yes,No,No,No,0,Mobile,Edge,FR,West Sharonview,New Visitor,465,8,Cart Not Initiated
467,2024-09-10,CUST0467,Email,email,/,Yes,Yes,Yes,Yes,166.22,Tablet,Chrome,FR,Hooverport,Returning,85,6,
468,2024-09-18,CUST0468,Twitter,cpc,/products,Yes,Yes,No,No,0,Desktop,Chrome,DE,Walkermouth,Returning,133,4,Checkout Abandoned
469,2024-08-14,CUST0469,Referral,referral,/collections,Yes,No,No,No,0,Mobile,Chrome,FR,Maryhaven,New Visitor,292,9,Cart Not Initiated
470,2024-07-04,CUST0470,Organic Search,referral,/products,No,No,No,No,0,Mobile,Safari,UK,Booneshire,Returning,17,1,Bounced
471,2025-04-03,CUST0471,Facebook Ads,email,/products,Yes,Yes,No,No,0,Tablet,Opera,IN,Lake Williamland,Returning,162,12,Checkout Abandoned
472,2025-01-25,CUST0472,Google Ads,email,/products,Yes,Yes,No,No,0,Tablet,Edge,US,Port Janiceton,Returning,576,2,Checkout Abandoned
473,2024-07-12,CUST0473,Referral,email,/about,No,No,No,No,0,Desktop,Firefox,BR,North Meganville,New Visitor,20,1,Bounced
474,2024-10-28,CUST0474,Twitter,social,/,Yes,Yes,Yes,No,0,Tablet,Firefox,BR,Collinshaven,Returning,22,8,Payment Failed
475,2024-11-27,CUST0475,Pinterest,organic,/about,No,No,No,No,0,Mobile,Safari,US,Hillton,Returning,24,2,Bounced
476,2025-02-03,CUST0476,Referral,social,/products,Yes,Yes,Yes,Yes,221.95,Tablet,Opera,IN,Acostastad,New Visitor,231,3,
477,2025-06-11,CUST0477,Referral,cpc,/sale,Yes,No,No,No,0,Tablet,Firefox,FR,New Carl,Returning,454,11,Cart Not Initiated
478,2025-02-01,CUST0478,Google Ads,email,/collections,Yes,Yes,Yes,No,0,Desktop,Safari,FR,Clarkland,Returning,570,12,No Reason
479,2024-10-30,CUST0479,Pinterest,email,/,Yes,Yes,No,No,0,Tablet,Firefox,US,Brookeland,Returning,246,9,Checkout Abandoned
480,2025-04-21,CUST0480,Twitter,social,/collections,Yes,Yes,Yes,Yes,267.89,Mobile,Opera,FR,West Tina,New Visitor,412,3,
481,2025-04-12,CUST0481,Email,cpc,/products,Yes,Yes,No,No,0,Mobile,Opera,US,Jonbury,Returning,260,2,Checkout Abandoned
482,2025-01-04,CUST0482,Twitter,email,/,Yes,No,No,No,0,Tablet,Opera,UK,South Timothy,Returning,389,11,Cart Not Initiated
483,2024-06-09,CUST0483,Google Ads,social,/sale,Yes,No,No,No,0,Desktop,Edge,AU,Nataliemouth,New Visitor,129,3,Cart Not Initiated
484,2025-04-12,CUST0484,Organic Search,referral,/,Yes,No,No,No,0,Desktop,Safari,DE,Jamesstad,Returning,503,6,Cart Not Initiated
485,2025-06-15,CUST0485,Organic Search,email,/about,Yes,No,No,No,0,Mobile,Edge,JP,Faithchester,New Visitor,458,15,Cart Not Initiated
486,2024-12-24,CUST0486,Facebook Ads,referral,/about,No,No,No,No,0,Mobile,Firefox,US,East Jenniferfort,Returning,9,2,Bounced
487,2025-01-20,CUST0487,Twitter,cpc,/collections,Yes,Yes,Yes,Yes,144.65,Desktop,Opera,AU,West Jenniferchester,Returning,44,13,
488,2025-03-20,CUST0488,Twitter,email,/products,Yes,Yes,Yes,No,0,Desktop,Chrome,JP,Joneston,Returning,132,14,No Reason
489,2025-02-08,CUST0489,Facebook Ads,cpc,/collections,Yes,No,No,No,0,Tablet,Opera,IN,Knightmouth,Returning,430,11,Cart Not Initiated
490,2024-10-31,CUST0490,Direct,cpc,/,Yes,Yes,Yes,Yes,390.43,Mobile,Opera,IN,Shawnview,Returning,555,14,
491,2024-11-09,CUST0491,Direct,email,/sale,Yes,No,No,No,0,Tablet,Chrome,UK,Christopherton,Returning,131,6,Cart Not Initiated
492,2024-10-23,CUST0492,Email,cpc,/about,Yes,No,No,No,0,Desktop,Firefox,BR,Port James,Returning,494,14,Cart Not Initiated
493,2025-06-01,CUST0493,Pinterest,social,/,No,No,No,No,0,Desktop,Edge,JP,Danielsberg,Returning,29,2,Bounced
494,2024-08-17,CUST0494,Email,referral,/about,Yes,No,No,No,0,Mobile,Edge,JP,Port Breannatown,Returning,519,15,Cart Not Initiated
495,2024-08-08,CUST0495,TikTok,organic,/about,Yes,Yes,No,No,0,Desktop,Safari,US,Ryanport,Returning,511,7,Checkout Abandoned
496,2025-04-29,CUST0496,Direct,cpc,/,Yes,Yes,No,No,0,Desktop,Opera,US,Stephanieview,New Visitor,54,15,Checkout Abandoned
497,2025-04-13,CUST0497,Pinterest,email,/,Yes,Yes,Yes,No,0,Tablet,Firefox,IN,Port Lindafort,Returning,215,12,Slow Loading
498,2025-01-18,CUST0498,Email,social,/products,Yes,No,No,No,0,Tablet,Opera,US,Smithton,Returning,298,9,Cart Not Initiated
499,2025-04-26,CUST0499,Facebook Ads,cpc,/about,Yes,Yes,Yes,Yes,495.87,Tablet,Firefox,UK,East James,Returning,160,8,
500,2025-03-11,CUST0500,Direct,cpc,/products,Yes,Yes,Yes,No,0,Desktop,Opera,UK,Woodshaven,Returning,239,11,Complex Checkout
501,2025-03-23,CUST0501,Direct,social,/products,Yes,Yes,No,No,0,Mobile,Safari,JP,North Donaldborough,Returning,459,12,Checkout Abandoned
502,2024-12-22,CUST0502,TikTok,social,/products,Yes,No,No,No,0,Tablet,Opera,JP,North Lisastad,Returning,260,14,Cart Not Initiated
503,2024-08-22,CUST0503,Twitter,cpc,/products,Yes,Yes,Yes,No,0,Desktop,Edge,JP,Petersonland,Returning,534,5,Payment Failed
504,2025-01-02,CUST0504,Referral,organic,/sale,Yes,Yes,Yes,No,0,Desktop,Safari,JP,Mallorymouth,New Visitor,402,12,Price Comparison
505,2024-07-28,CUST0505,Facebook Ads,organic,/about,No,No,No,No,0,Desktop,Firefox,AU,Lake Kim,New Visitor,23,2,Bounced
506,2024-12-31,CUST0506,Facebook Ads,social,/sale,Yes,Yes,Yes,Yes,497.0,Desktop,Opera,MX,Parkershire,Returning,79,12,
507,2025-04-11,CUST0507,Referral,cpc,/about,No,No,No,No,0,Desktop,Safari,IN,Chapmanmouth,New Visitor,27,3,Bounced
508,2024-09-09,CUST0508,Organic Search,social,/collections,No,No,No,No,0,Mobile,Safari,JP,Port Andrew,Returning,30,3,Bounced
509,2024-09-17,CUST0509,Direct,cpc,/sale,Yes,Yes,Yes,Yes,474.04,Mobile,Opera,IN,Valenciahaven,Returning,317,12,
510,2024-08-18,CUST0510,Organic Search,cpc,/products,Yes,Yes,No,No,0,Tablet,Edge,CA,Lake Amanda,Returning,359,15,Checkout Abandoned
511,2024-09-20,CUST0511,Direct,cpc,/,Yes,No,No,No,0,Desktop,Edge,FR,North Stephanieview,Returning,120,6,Cart Not Initiated
512,2024-12-09,CUST0512,Referral,social,/sale,Yes,Yes,Yes,Yes,209.69,Tablet,Edge,CA,Port Kelly,Returning,177,2,
513,2024-11-01,CUST0513,Facebook Ads,cpc,/,No,No,No,No,0,Tablet,Chrome,DE,Nelsonshire,Returning,21,3,Bounced
514,2025-04-29,CUST0514,TikTok,cpc,/about,Yes,No,No,No,0,Tablet,Edge,MX,Karentown,New Visitor,63,8,Cart Not Initiated
515,2024-11-21,CUST0515,Pinterest,organic,/sale,Yes,No,No,No,0,Desktop,Firefox,BR,Herreraton,Returning,467,8,Cart Not Initiated
516,2024-11-08,CUST0516,Twitter,email,/sale,No,No,No,No,0,Desktop,Edge,AU,Port Latoyafort,Returning,22,3,Bounced
517,2024-07-15,CUST0517,Facebook Ads,social,/products,Yes,Yes,Yes,No,0,Tablet,Firefox,DE,East Luis,New Visitor,223,13,High Shipping Cost
518,2025-06-06,CUST0518,Referral,cpc,/,Yes,Yes,Yes,Yes,366.91,Desktop,Firefox,CA,North Jamesberg,New Visitor,124,3,
519,2025-06-16,CUST0519,Instagram,cpc,/,Yes,Yes,Yes,No,0,Mobile,Chrome,JP,Kelseyton,New Visitor,236,12,Payment Failed
520,2025-01-02,CUST0520,Facebook Ads,referral,/collections,No,No,No,No,0,Mobile,Firefox,DE,Richardchester,Returning,20,1,Bounced
521,2025-02-15,CUST0521,Facebook Ads,cpc,/sale,Yes,Yes,Yes,Yes,150.71,Desktop,Safari,BR,Port Melissa,Returning,184,10,
522,2025-01-28,CUST0522,Pinterest,organic,/about,Yes,Yes,Yes,No,0,Desktop,Chrome,CA,Jillianbury,New Visitor,526,4,Complex Checkout
523,2024-11-13,CUST0523,Email,organic,/,No,No,No,No,0,Desktop,Edge,DE,Hendersonmouth,New Visitor,7,2,Bounced
524,2024-09-24,CUST0524,Direct,referral,/,Yes,Yes,No,No,0,Desktop,Edge,DE,North Vanessaville,Returning,372,12,Checkout Abandoned
525,2025-01-11,CUST0525,Twitter,organic,/about,Yes,Yes,Yes,No,0,Desktop,Chrome,CA,Port Sandra,New Visitor,368,12,Account Required
526,2024-08-14,CUST0526,Organic Search,organic,/products,Yes,Yes,No,No,0,Desktop,Chrome,BR,Matthewsbury,New Visitor,45,12,Checkout Abandoned
527,2024-06-11,CUST0527,Email,organic,/about,Yes,No,No,No,0,Tablet,Chrome,MX,Debbieport,New Visitor,51,13,Cart Not Initiated
528,2025-04-11,CUST0528,Pinterest,social,/products,Yes,No,No,No,0,Mobile,Safari,IN,New Megan,Returning,78,3,Cart Not Initiated
529,2025-01-25,CUST0529,TikTok,organic,/about,Yes,Yes,No,No,0,Mobile,Firefox,JP,East Jared,New Visitor,376,15,Checkout Abandoned
530,2024-08-26,CUST0530,Pinterest,email,/collections,Yes,Yes,Yes,Yes,491.16,Desktop,Chrome,US,Thomasmouth,Returning,36,13,
531,2025-04-23,CUST0531,Referral,organic,/collections,No,No,No,No,0,Mobile,Chrome,BR,West Katelynstad,Returning,4,1,Bounced
532,2025-01-12,CUST0532,Instagram,social,/products,No,No,No,No,0,Mobile,Opera,FR,East Josebury,Returning,5,3,Bounced
533,2025-04-02,CUST0533,Pinterest,referral,/products,Yes,Yes,No,No,0,Desktop,Opera,FR,North Jason,Returning,95,10,Checkout Abandoned
534,2024-11-10,CUST0534,Organic Search,cpc,/sale,Yes,No,No,No,0,Mobile,Opera,IN,Brianfort,New Visitor,523,2,Cart Not Initiated
535,2024-12-02,CUST0535,Instagram,email,/products,Yes,No,No,No,0,Desktop,Chrome,BR,Freemanmouth,Returning,246,11,Cart Not Initiated
536,2024-07-03,CUST0536,Google Ads,email,/about,Yes,Yes,No,No,0,Mobile,Edge,UK,New Dennis,New Visitor,131,4,Checkout Abandoned
537,2024-08-07,CUST0537,Twitter,referral,/about,Yes,No,No,No,0,Mobile,Edge,UK,North Adamberg,Returning,418,4,Cart Not Initiated
538,2025-06-15,CUST0538,Referral,email,/about,Yes,Yes,Yes,Yes,174.07,Mobile,Opera,BR,New Melaniechester,Returning,340,5,
539,2024-10-27,CUST0539,Email,organic,/about,Yes,Yes,No,No,0,Tablet,Firefox,BR,Nathanland,New Visitor,173,3,Checkout Abandoned
540,2024-08-30,CUST0540,Instagram,referral,/,No,No,No,No,0,Tablet,Chrome,DE,Port Christopher,New Visitor,25,2,Bounced
541,2025-03-01,CUST0541,TikTok,organic,/sale,Yes,Yes,No,No,0,Mobile,Edge,CA,Annhaven,New Visitor,151,13,Checkout Abandoned
542,2024-08-26,CUST0542,Google Ads,referral,/,Yes,Yes,No,No,0,Desktop,Firefox,DE,West Derrick,Returning,304,6,Checkout Abandoned
543,2025-01-14,CUST0543,Facebook Ads,social,/sale,Yes,No,No,No,0,Mobile,Firefox,FR,South Miguelhaven,Returning,592,4,Cart Not Initiated
544,2025-02-08,CUST0544,Facebook Ads,email,/about,Yes,Yes,No,No,0,Mobile,Edge,US,Shawnport,New Visitor,10,14,Checkout Abandoned
545,2025-06-08,CUST0545,TikTok,referral,/,Yes,Yes,No,No,0,Mobile,Chrome,AU,New Jesusfurt,Returning,212,5,Checkout Abandoned
546,2024-08-12,CUST0546,Referral,social,/sale,Yes,No,No,No,0,Tablet,Safari,MX,South Katherinemouth,Returning,229,7,Cart Not Initiated
547,2024-08-24,CUST0547,Pinterest,organic,/products,Yes,Yes,Yes,No,0,Tablet,Chrome,UK,South Nicholastown,New Visitor,441,7,No Reason
548,2024-11-29,CUST0548,TikTok,cpc,/,Yes,Yes,No,No,0,Mobile,Edge,US,Rebeccaview,New Visitor,535,4,Checkout Abandoned
549,2024-10-29,CUST0549,Pinterest,social,/about,Yes,Yes,No,No,0,Desktop,Chrome,BR,Lake Sherri,Returning,509,5,Checkout Abandoned
550,2024-06-20,CUST0550,Instagram,social,/sale,Yes,Yes,No,No,0,Desktop,Safari,BR,Jamiebury,Returning,307,6,Checkout Abandoned
551,2024-10-30,CUST0551,Instagram,referral,/sale,Yes,No,No,No,0,Desktop,Edge,DE,East Davidbury,New Visitor,237,11,Cart Not Initiated
552,2024-12-16,CUST0552,Direct,organic,/,Yes,No,No,No,0,Tablet,Opera,CA,North Carlosfort,Returning,122,7,Cart Not Initiated
553,2024-08-11,CUST0553,Google Ads,cpc,/about,Yes,No,No,No,0,Mobile,Chrome,FR,Lake Briannaview,Returning,19,13,Cart Not Initiated
554,2025-01-02,CUST0554,Pinterest,cpc,/about,Yes,Yes,No,No,0,Tablet,Chrome,UK,New Sarahport,New Visitor,536,3,Checkout Abandoned
555,2025-01-16,CUST0555,Pinterest,social,/,Yes,Yes,Yes,No,0,Desktop,Edge,IN,Garciaberg,Returning,577,11,No Reason
556,2024-09-16,CUST0556,Organic Search,organic,/,Yes,Yes,Yes,No,0,Desktop,Chrome,AU,Hectormouth,New Visitor,193,13,Payment Failed
557,2024-08-22,CUST0557,Email,organic,/sale,Yes,No,No,No,0,Mobile,Safari,CA,South Lauraberg,New Visitor,561,13,Cart Not Initiated
558,2025-04-05,CUST0558,Twitter,social,/,No,No,No,No,0,Mobile,Firefox,MX,Joshuafort,Returning,13,2,Bounced
559,2024-11-20,CUST0559,Twitter,referral,/products,No,No,No,No,0,Tablet,Chrome,DE,Lake Brett,New Visitor,28,2,Bounced
560,2025-01-18,CUST0560,Direct,organic,/about,No,No,No,No,0,Desktop,Edge,AU,Port Kevin,Returning,28,2,Bounced
561,2024-08-29,CUST0561,Pinterest,social,/about,No,No,No,No,0,Tablet,Opera,AU,North Davidton,Returning,17,3,Bounced
562,2025-05-02,CUST0562,Twitter,email,/about,No,No,No,No,0,Tablet,Chrome,MX,Wagnerbury,Returning,17,2,Bounced
563,2025-03-28,CUST0563,Email,organic,/collections,No,No,No,No,0,Mobile,Edge,FR,Lindahaven,Returning,16,2,Bounced
564,2024-10-23,CUST0564,Instagram,cpc,/about,Yes,No,No,No,0,Desktop,Safari,IN,Smithton,Returning,30,7,Cart Not Initiated
