order_id,order_date,order_time,pizza_id,pizza_name,pizza_category,pizza_size,quantity,unit_price,total_price,ingredients,pizza_type
477,2024-09-23,14:30:41,PIZ0477,Hawaiian,Classic,Large,1,12.43,12.43,"Cheese, Sauce, Toppings",Vegetarian
478,2024-06-21,18:52:03,PIZ0478,Truffle Mushroom,Supreme,Small,3,13.04,39.12,"Cheese, Sauce, Toppings",Non-Veg
479,2025-03-26,23:44:40,PIZ0479,Chicken Supreme,Chicken,Large,3,22.92,68.76,"Cheese, Sauce, Toppings",Non-Veg
480,2024-02-10,11:54:35,PIZ0480,Chicken Supreme,Chicken,Large,2,18.7,37.4,"Cheese, Sauce, Toppings",Non-Veg
481,2024-11-25,10:35:23,PIZ0481,Chicken Pesto,Chicken,Medium,1,11.53,11.53,"Cheese, Sauce, Toppings",Non-Veg
482,2024-09-06,12:27:16,PIZ0482,Classic Pepperoni,Classic,Large,5,14.17,70.85,"Cheese, Sauce, Toppings",Vegetarian
483,2025-04-26,10:42:49,PIZ0483,Hawaiian,Classic,Large,3,11.67,35.01,"Cheese, Sauce, Toppings",Non-Veg
484,2024-02-16,22:03:29,PIZ0484,Cajun Chicken,Chicken,Large,1,22.79,22.79,"Cheese, Sauce, Toppings",Non-Veg
485,2024-05-13,16:59:59,PIZ0485,Four Cheese,Cheese,Small,4,20.48,81.92,"Cheese, Sauce, Toppings",Non-Veg
486,2024-07-24,14:25:16,PIZ0486,Vegetarian Supreme,Supreme,Medium,3,11.39,34.17,"Cheese, Sauce, Toppings",Non-Veg
487,2024-05-05,18:07:47,PIZ0487,Vegetarian Supreme,Supreme,Medium,2,21.32,42.64,"Cheese, Sauce, Toppings",Non-Veg
488,2025-01-04,22:22:51,PIZ0488,Cajun Chicken,Chicken,Large,2,9.56,19.12,"Cheese, Sauce, Toppings",Non-Veg
489,2025-02-22,11:02:59,PIZ0489,Chicken Pesto,Chicken,Medium,3,20.75,62.25,"Cheese, Sauce, Toppings",Non-Veg
490,2025-01-16,15:43:19,PIZ0490,BBQ Chicken,Chicken,Large,2,9.61,19.22,"Cheese, Sauce, Toppings",Vegetarian
491,2024-09-02,17:27:47,PIZ0491,Mushroom & Olive,Vegetarian,Small,3,12.55,37.65,"Cheese, Sauce, Toppings",Vegetarian
492,2025-03-12,21:22:45,PIZ0492,Paneer Tikka,Veggie Special,Medium,2,9.91,19.82,"Cheese, Sauce, Toppings",Non-Veg
493,2024-11-17,18:02:00,PIZ0493,Classic Pepperoni,Classic,Large,4,23.37,93.48,"Cheese, Sauce, Toppings",Non-Veg
494,2025-02-19,13:52:19,PIZ0494,The Meatlovers,Supreme,Large,1,24.98,24.98,"Cheese, Sauce, Toppings",Vegetarian
495,2024-11-12,10:11:18,PIZ0495,Cajun Chicken,Chicken,Large,1,18.86,18.86,"Cheese, Sauce, Toppings",Vegetarian
496,2025-01-31,21:21:27,PIZ0496,Spicy Italian,Supreme,Medium,3,9.38,28.14,"Cheese, Sauce, Toppings",Vegetarian
497,2024-05-27,14:55:11,PIZ0497,Truffle Mushroom,Supreme,Small,5,20.88,104.4,"Cheese, Sauce, Toppings",Non-Veg
498,2025-04-03,16:57:45,PIZ0498,Truffle Mushroom,Supreme,Small,5,18.55,92.75,"Cheese, Sauce, Toppings",Non-Veg
499,2025-06-05,18:56:17,PIZ0499,Truffle Mushroom,Supreme,Small,2,17.16,34.32,"Cheese, Sauce, Toppings",Non-Veg
500,2024-02-08,16:23:34,PIZ0500,Mushroom & Olive,Vegetarian,Small,4,11.4,45.6,"Cheese, Sauce, Toppings",Non-Veg
501,2024-03-27,17:48:05,PIZ0501,Spicy Italian,Supreme,Medium,3,14.4,43.2,"Cheese, Sauce, Toppings",Vegetarian
502,2024-06-28,22:14:30,PIZ0502,Four Cheese,Cheese,Small,3,17.43,52.29,"Cheese, Sauce, Toppings",Non-Veg
503,2024-01-29,23:18:28,PIZ0503,Chicken Pesto,Chicken,Medium,2,23.94,47.88,"Cheese, Sauce, Toppings",Non-Veg
504,2025-05-22,15:22:22,PIZ0504,Mushroom & Olive,Vegetarian,Small,4,16.61,66.44,"Cheese, Sauce, Toppings",Non-Veg
505,2025-04-03,10:14:14,PIZ0505,Vegetarian Supreme,Supreme,Medium,5,8.59,42.95,"Cheese, Sauce, Toppings",Non-Veg
506,2024-11-03,21:18:30,PIZ0506,Chicken Pesto,Chicken,Medium,4,9.38,37.52,"Cheese, Sauce, Toppings",Vegetarian
507,2024-11-05,23:58:29,PIZ0507,Chicken Pesto,Chicken,Medium,1,19.21,19.21,"Cheese, Sauce, Toppings",Non-Veg
508,2025-01-31,17:22:52,PIZ0508,Margherita,Classic,Large,4,10.64,42.56,"Cheese, Sauce, Toppings",Vegetarian
509,2024-08-08,14:28:00,PIZ0509,Cajun Chicken,Chicken,Large,4,16.54,66.16,"Cheese, Sauce, Toppings",Vegetarian
510,2024-12-01,11:37:53,PIZ0510,Truffle Mushroom,Supreme,Small,1,16.81,16.81,"Cheese, Sauce, Toppings",Non-Veg
511,2024-04-23,15:13:10,PIZ0511,Pepperoni Feast,Classic,Large,1,8.84,8.84,"Cheese, Sauce, Toppings",Non-Veg
512,2024-06-09,18:48:35,PIZ0512,Cajun Chicken,Chicken,Large,5,10.81,54.05,"Cheese, Sauce, Toppings",Non-Veg
513,2024-01-14,23:11:26,PIZ0513,Chicken Pesto,Chicken,Medium,2,9.94,19.88,"Cheese, Sauce, Toppings",Vegetarian
514,2024-04-11,14:52:12,PIZ0514,Chicken Pesto,Chicken,Medium,1,18.73,18.73,"Cheese, Sauce, Toppings",Non-Veg
515,2025-04-08,23:49:22,PIZ0515,Mushroom & Olive,Vegetarian,Small,3,17.83,53.49,"Cheese, Sauce, Toppings",Non-Veg
516,2025-04-11,11:42:40,PIZ0516,Cajun Chicken,Chicken,Large,3,8.46,25.38,"Cheese, Sauce, Toppings",Non-Veg
517,2024-03-23,13:07:15,PIZ0517,Spicy Italian,Supreme,Medium,1,16.93,16.93,"Cheese, Sauce, Toppings",Vegetarian
518,2024-03-12,21:53:45,PIZ0518,The Meatlovers,Supreme,Large,4,10.92,43.68,"Cheese, Sauce, Toppings",Non-Veg
519,2024-03-22,15:46:51,PIZ0519,Cajun Chicken,Chicken,Large,2,11.1,22.2,"Cheese, Sauce, Toppings",Non-Veg
520,2025-04-13,17:46:41,PIZ0520,Pepperoni Feast,Classic,Large,1,18.65,18.65,"Cheese, Sauce, Toppings",Non-Veg
521,2025-05-10,21:22:24,PIZ0521,Four Cheese,Cheese,Small,4,18.47,73.88,"Cheese, Sauce, Toppings",Non-Veg
522,2025-05-24,11:55:28,PIZ0522,Pepperoni Feast,Classic,Large,4,8.57,34.28,"Cheese, Sauce, Toppings",Vegetarian
523,2024-09-14,10:17:30,PIZ0523,BBQ Chicken,Chicken,Large,1,14.92,14.92,"Cheese, Sauce, Toppings",Vegetarian
524,2024-06-19,11:24:37,PIZ0524,Chicken Supreme,Chicken,Large,3,18.41,55.23,"Cheese, Sauce, Toppings",Vegetarian
525,2025-01-09,15:40:18,PIZ0525,Vegetarian Supreme,Supreme,Medium,2,10.56,21.12,"Cheese, Sauce, Toppings",Non-Veg
526,2024-05-01,22:34:55,PIZ0526,Mushroom & Olive,Vegetarian,Small,4,22.61,90.44,"Cheese, Sauce, Toppings",Non-Veg
527,2025-05-10,13:50:48,PIZ0527,Pepperoni Feast,Classic,Large,2,24.96,49.92,"Cheese, Sauce, Toppings",Non-Veg
528,2025-05-26,20:02:22,PIZ0528,Mushroom & Olive,Vegetarian,Small,1,20.06,20.06,"Cheese, Sauce, Toppings",Non-Veg
529,2024-01-26,22:50:29,PIZ0529,Cajun Chicken,Chicken,Large,2,16.31,32.62,"Cheese, Sauce, Toppings",Vegetarian
530,2024-11-24,10:14:50,PIZ0530,Hawaiian,Classic,Large,2,16.7,33.4,"Cheese, Sauce, Toppings",Vegetarian
531,2024-01-07,11:40:20,PIZ0531,Chicken Pesto,Chicken,Medium,5,14.05,70.25,"Cheese, Sauce, Toppings",Non-Veg
532,2024-06-21,17:30:49,PIZ0532,Chicken Pesto,Chicken,Medium,3,18.75,56.25,"Cheese, Sauce, Toppings",Non-Veg
533,2025-06-21,19:22:14,PIZ0533,Chicken Pesto,Chicken,Medium,4,24.71,98.84,"Cheese, Sauce, Toppings",Vegetarian
534,2024-09-15,15:55:51,PIZ0534,Classic Pepperoni,Classic,Large,1,14.26,14.26,"Cheese, Sauce, Toppings",Non-Veg
535,2025-06-26,12:24:10,PIZ0535,Spicy Italian,Supreme,Medium,4,13.4,53.6,"Cheese, Sauce, Toppings",Vegetarian
536,2024-03-01,23:24:23,PIZ0536,Mushroom & Olive,Vegetarian,Small,5,14.59,72.95,"Cheese, Sauce, Toppings",Vegetarian
537,2024-07-23,18:31:21,PIZ0537,Paneer Tikka,Veggie Special,Medium,4,8.28,33.12,"Cheese, Sauce, Toppings",Non-Veg
538,2025-05-01,18:35:56,PIZ0538,Four Cheese,Cheese,Small,4,17.14,68.56,"Cheese, Sauce, Toppings",Non-Veg
539,2024-08-24,15:04:15,PIZ0539,Mushroom & Olive,Vegetarian,Small,2,12.47,24.94,"Cheese, Sauce, Toppings",Non-Veg
540,2025-04-28,14:35:30,PIZ0540,Chicken Supreme,Chicken,Large,2,12.67,25.34,"Cheese, Sauce, Toppings",Vegetarian
541,2024-05-31,13:39:38,PIZ0541,The Meatlovers,Supreme,Large,1,14.45,14.45,"Cheese, Sauce, Toppings",Non-Veg
542,2025-02-05,19:12:54,PIZ0542,Chicken Pesto,Chicken,Medium,4,23.57,94.28,"Cheese, Sauce, Toppings",Non-Veg
543,2024-02-19,10:32:30,PIZ0543,Hawaiian,Classic,Large,2,24.31,48.62,"Cheese, Sauce, Toppings",Non-Veg
544,2025-01-21,13:35:56,PIZ0544,Classic Pepperoni,Classic,Large,5,17.3,86.5,"Cheese, Sauce, Toppings",Vegetarian
545,2025-05-12,22:22:21,PIZ0545,Truffle Mushroom,Supreme,Small,3,11.39,34.17,"Cheese, Sauce, Toppings",Non-Veg
546,2024-09-27,23:49:49,PIZ0546,Paneer Tikka,Veggie Special,Medium,2,12.13,24.26,"Cheese, Sauce, Toppings",Non-Veg
547,2024-06-27,16:51:45,PIZ0547,The Meatlovers,Supreme,Large,4,23.05,92.2,"Cheese, Sauce, Toppings",Vegetarian
548,2025-06-02,14:05:20,PIZ0548,Four Cheese,Cheese,Small,4,14.99,59.96,"Cheese, Sauce, Toppings",Non-Veg
549,2024-06-14,14:09:16,PIZ0549,Cajun Chicken,Chicken,Large,2,11.45,22.9,"Cheese, Sauce, Toppings",Non-Veg
550,2024-03-24,15:10:09,PIZ0550,Classic Pepperoni,Classic,Large,4,22.25,89.0,"Cheese, Sauce, Toppings",Vegetarian
551,2025-05-20,20:16:08,PIZ0551,Mushroom & Olive,Vegetarian,Small,4,10.02,40.08,"Cheese, Sauce, Toppings",Non-Veg
552,2025-03-24,23:06:29,PIZ0552,Mushroom & Olive,Vegetarian,Small,4,24.26,97.04,"Cheese, Sauce, Toppings",Vegetarian
553,2024-12-20,12:42:53,PIZ0553,Four Cheese,Cheese,Small,4,13.23,52.92,"Cheese, Sauce, Toppings",Non-Veg
554,2024-12-23,20:06:52,PIZ0554,Chicken Supreme,Chicken,Large,3,19.15,57.45,"Cheese, Sauce, Toppings",Non-Veg
555,2024-11-09,14:30:22,PIZ0555,Pepperoni Feast,Classic,Large,2,9.47,18.94,"Cheese, Sauce, Toppings",Vegetarian
556,2024-05-10,14:57:24,PIZ0556,Mushroom & Olive,Vegetarian,Small,1,11.97,11.97,"Cheese, Sauce, Toppings",Vegetarian
557,2025-06-23,21:12:28,PIZ0557,Paneer Tikka,Veggie Special,Medium,4,23.93,95.72,"Cheese, Sauce, Toppings",Non-Veg
558,2024-10-26,19:35:29,PIZ0558,The Meatlovers,Supreme,Large,4,8.14,32.56,"Cheese, Sauce, Toppings",Non-Veg
559,2024-12-12,12:50:43,PIZ0559,Mushroom & Olive,Vegetarian,Small,3,18.29,54.87,"Cheese, Sauce, Toppings",Non-Veg
560,2024-04-01,12:12:06,PIZ0560,Mushroom & Olive,Vegetarian,Small,3,19.81,59.43,"Cheese, Sauce, Toppings",Vegetarian
561,2025-03-25,10:31:33,PIZ0561,Mushroom & Olive,Vegetarian,Small,2,23.64,47.28,"Cheese, Sauce, Toppings",Non-Veg
562,2025-04-17,15:42:40,PIZ0562,Hawaiian,Classic,Large,4,9.19,36.76,"Cheese, Sauce, Toppings",Vegetarian
563,2025-05-21,20:53:40,PIZ0563,Truffle Mushroom,Supreme,Small,1,17.75,17.75,"Cheese, Sauce, Toppings",Non-Veg
564,2024-04-01,19:47:23,PIZ0564,Cajun Chicken,Chicken,Large,4,20.01,80.04,"Cheese, Sauce, Toppings",Vegetarian
565,2024-04-17,22:06:01,PIZ0565,Spicy Italian,Supreme,Medium,5,22.33,111.65,"Cheese, Sauce, Toppings",Non-Veg
566,2025-01-22,15:25:16,PIZ0566,Cajun Chicken,Chicken,Large,4,14.49,57.96,"Cheese, Sauce, Toppings",Non-Veg
567,2025-03-17,16:54:07,PIZ0567,BBQ Chicken,Chicken,Large,4,20.05,80.2,"Cheese, Sauce, Toppings",Vegetarian
568,2024-03-14,10:35:30,PIZ0568,Mushroom & Olive,Vegetarian,Small,5,19.67,98.35,"Cheese, Sauce, Toppings",Non-Veg
569,2024-05-16,21:10:24,PIZ0569,Margherita,Classic,Large,3,10.43,31.29,"Cheese, Sauce, Toppings",Non-Veg
570,2024-11-01,23:10:10,PIZ0570,BBQ Chicken,Chicken,Large,3,11.99,35.97,"Cheese, Sauce, Toppings",Vegetarian
571,2024-04-05,10:49:01,PIZ0571,Four Cheese,Cheese,Small,1,19.84,19.84,"Cheese, Sauce, Toppings",Non-Veg
572,2024-11-03,15:15:52,PIZ0572,Vegetarian Supreme,Supreme,Medium,1,9.89,9.89,"Cheese, Sauce, Toppings",Non-Veg
573,2024-09-29,16:37:19,PIZ0573,Paneer Tikka,Veggie Special,Medium,3,22.91,68.73,"Cheese, Sauce, Toppings",Non-Veg
574,2025-05-13,19:14:22,PIZ0574,Mushroom & Olive,Vegetarian,Small,3,13.66,40.98,"Cheese, Sauce, Toppings",Non-Veg
575,2025-06-08,11:21:12,PIZ0575,Truffle Mushroom,Supreme,Small,4,20.31,81.24,"Cheese, Sauce, Toppings",Non-Veg
576,2024-06-10,17:54:56,PIZ0576,Chicken Pesto,Chicken,Medium,5,22.32,111.6,"Cheese, Sauce, Toppings",Non-Veg
577,2025-04-17,11:53:05,PIZ0577,Margherita,Classic,Large,2,23.06,46.12,"Cheese, Sauce, Toppings",Vegetarian
578,2025-04-06,17:49:13,PIZ0578,Pepperoni Feast,Classic,Large,5,20.91,104.55,"Cheese, Sauce, Toppings",Vegetarian
579,2024-01-10,12:46:42,PIZ0579,Paneer Tikka,Veggie Special,Medium,1,18.06,18.06,"Cheese, Sauce, Toppings",Non-Veg
580,2025-03-28,13:12:57,PIZ0580,Chicken Pesto,Chicken,Medium,3,19.44,58.32,"Cheese, Sauce, Toppings",Non-Veg
581,2024-04-10,12:12:50,PIZ0581,Truffle Mushroom,Supreme,Small,4,14.17,56.68,"Cheese, Sauce, Toppings",Non-Veg
582,2024-08-15,19:13:54,PIZ0582,Cajun Chicken,Chicken,Large,1,14.41,14.41,"Cheese, Sauce, Toppings",Vegetarian
583,2024-05-08,22:34:23,PIZ0583,BBQ Chicken,Chicken,Large,1,20.95,20.95,"Cheese, Sauce, Toppings",Non-Veg
584,2025-04-12,22:16:41,PIZ0584,Chicken Pesto,Chicken,Medium,2,9.41,18.82,"Cheese, Sauce, Toppings",Non-Veg
585,2024-10-28,17:05:33,PIZ0585,Pepperoni Feast,Classic,Large,3,21.7,65.1,"Cheese, Sauce, Toppings",Vegetarian
586,2024-01-07,16:22:45,PIZ0586,Mushroom & Olive,Vegetarian,Small,3,17.04,51.12,"Cheese, Sauce, Toppings",Vegetarian
587,2024-06-26,23:17:47,PIZ0587,Four Cheese,Cheese,Small,1,18.78,18.78,"Cheese, Sauce, Toppings",Non-Veg
588,2024-09-27,23:17:17,PIZ0588,Spicy Italian,Supreme,Medium,5,9.29,46.45,"Cheese, Sauce, Toppings",Vegetarian
589,2024-03-20,22:42:08,PIZ0589,Vegetarian Supreme,Supreme,Medium,3,21.3,63.9,"Cheese, Sauce, Toppings",Non-Veg
590,2024-08-28,12:35:20,PIZ0590,Spicy Italian,Supreme,Medium,5,20.17,100.85,"Cheese, Sauce, Toppings",Non-Veg
591,2025-01-08,17:48:24,PIZ0591,Vegetarian Supreme,Supreme,Medium,2,24.67,49.34,"Cheese, Sauce, Toppings",Non-Veg
592,2024-09-26,18:59:59,PIZ0592,Pepperoni Feast,Classic,Large,2,20.54,41.08,"Cheese, Sauce, Toppings",Vegetarian
593,2024-02-05,20:51:03,PIZ0593,The Meatlovers,Supreme,Large,2,19.76,39.52,"Cheese, Sauce, Toppings",Non-Veg
594,2025-06-04,18:33:49,PIZ0594,Cajun Chicken,Chicken,Large,4,20.68,82.72,"Cheese, Sauce, Toppings",Non-Veg
595,2024-06-20,17:07:18,PIZ0595,Spicy Italian,Supreme,Medium,2,8.57,17.14,"Cheese, Sauce, Toppings",Non-Veg
596,2024-01-06,10:34:46,PIZ0596,Mushroom & Olive,Vegetarian,Small,1,22.04,22.04,"Cheese, Sauce, Toppings",Vegetarian
597,2024-02-06,21:52:22,PIZ0597,Hawaiian,Classic,Large,1,21.8,21.8,"Cheese, Sauce, Toppings",Non-Veg
598,2024-04-10,13:11:53,PIZ0598,Chicken Pesto,Chicken,Medium,2,20.03,40.06,"Cheese, Sauce, Toppings",Non-Veg
599,2025-03-24,20:33:44,PIZ0599,Vegetarian Supreme,Supreme,Medium,2,15.39,30.78,"Cheese, Sauce, Toppings",Vegetarian
600,2024-07-12,14:20:13,PIZ0600,Cajun Chicken,Chicken,Large,4,23.32,93.28,"Cheese, Sauce, Toppings",Vegetarian
601,2025-04-15,15:51:09,PIZ0601,Chicken Pesto,Chicken,Medium,5,25.0,125.0,"Cheese, Sauce, Toppings",Vegetarian
602,2024-03-09,16:34:21,PIZ0602,Truffle Mushroom,Supreme,Small,1,15.72,15.72,"Cheese, Sauce, Toppings",Vegetarian
603,2025-05-12,14:08:02,PIZ0603,Vegetarian Supreme,Supreme,Medium,4,15.52,62.08,"Cheese, Sauce, Toppings",Non-Veg
604,2025-01-20,14:12:59,PIZ0604,Classic Pepperoni,Classic,Large,1,24.23,24.23,"Cheese, Sauce, Toppings",Non-Veg
605,2025-04-30,14:05:32,PIZ0605,Spicy Italian,Supreme,Medium,1,19.02,19.02,"Cheese, Sauce, Toppings",Vegetarian
606,2024-10-18,14:19:58,PIZ0606,Paneer Tikka,Veggie Special,Medium,4,19.67,78.68,"Cheese, Sauce, Toppings",Non-Veg
607,2024-09-11,17:38:02,PIZ0607,Chicken Supreme,Chicken,Large,2,21.24,42.48,"Cheese, Sauce, Toppings",Vegetarian
608,2025-03-23,11:30:23,PIZ0608,Vegetarian Supreme,Supreme,Medium,4,20.79,83.16,"Cheese, Sauce, Toppings",Non-Veg
609,2025-02-06,21:56:02,PIZ0609,Chicken Pesto,Chicken,Medium,2,18.4,36.8,"Cheese, Sauce, Toppings",Vegetarian
610,2024-12-28,10:21:23,PIZ0610,Mushroom & Olive,Vegetarian,Small,5,16.14,80.7,"Cheese, Sauce, Toppings",Non-Veg
611,2024-10-01,22:41:52,PIZ0611,Mushroom & Olive,Vegetarian,Small,2,20.16,40.32,"Cheese, Sauce, Toppings",Vegetarian
612,2024-03-08,12:56:13,PIZ0612,Chicken Supreme,Chicken,Large,5,17.17,85.85,"Cheese, Sauce, Toppings",Non-Veg
613,2024-03-02,19:28:51,PIZ0613,Truffle Mushroom,Supreme,Small,1,14.63,14.63,"Cheese, Sauce, Toppings",Vegetarian
614,2025-04-10,19:20:15,PIZ0614,Truffle Mushroom,Supreme,Small,5,11.68,58.4,"Cheese, Sauce, Toppings",Non-Veg
615,2025-05-25,19:07:57,PIZ0615,Hawaiian,Classic,Large,3,23.31,69.93,"Cheese, Sauce, Toppings",Vegetarian
616,2024-09-02,21:44:38,PIZ0616,Mushroom & Olive,Vegetarian,Small,4,11.47,45.88,"Cheese, Sauce, Toppings",Vegetarian
617,2025-03-11,13:33:47,PIZ0617,Mushroom & Olive,Vegetarian,Small,5,22.94,114.7,"Cheese, Sauce, Toppings",Non-Veg
618,2024-08-17,16:00:11,PIZ0618,BBQ Chicken,Chicken,Large,5,13.12,65.6,"Cheese, Sauce, Toppings",Non-Veg
619,2025-01-12,17:12:58,PIZ0619,Classic Pepperoni,Classic,Large,5,17.64,88.2,"Cheese, Sauce, Toppings",Vegetarian
620,2024-10-16,10:26:10,PIZ0620,Cajun Chicken,Chicken,Large,1,10.68,10.68,"Cheese, Sauce, Toppings",Non-Veg
621,2024-11-11,10:07:02,PIZ0621,The Meatlovers,Supreme,Large,1,18.78,18.78,"Cheese, Sauce, Toppings",Non-Veg
622,2024-10-15,14:54:00,PIZ0622,Mushroom & Olive,Vegetarian,Small,5,18.34,91.7,"Cheese, Sauce, Toppings",Vegetarian
623,2024-04-20,11:55:01,PIZ0623,Hawaiian,Classic,Large,2,10.06,20.12,"Cheese, Sauce, Toppings",Vegetarian
624,2025-02-27,15:52:41,PIZ0624,Pepperoni Feast,Classic,Large,2,18.06,36.12,"Cheese, Sauce, Toppings",Vegetarian
625,2025-04-14,10:26:45,PIZ0625,BBQ Chicken,Chicken,Large,5,14.36,71.8,"Cheese, Sauce, Toppings",Vegetarian
626,2024-04-03,13:50:39,PIZ0626,Chicken Supreme,Chicken,Large,3,17.32,51.96,"Cheese, Sauce, Toppings",Vegetarian
627,2024-11-08,12:39:41,PIZ0627,Spicy Italian,Supreme,Medium,2,9.73,19.46,"Cheese, Sauce, Toppings",Vegetarian
628,2025-03-31,13:44:57,PIZ0628,Spicy Italian,Supreme,Medium,3,14.02,42.06,"Cheese, Sauce, Toppings",Non-Veg
629,2024-10-10,15:50:01,PIZ0629,Pepperoni Feast,Classic,Large,2,13.28,26.56,"Cheese, Sauce, Toppings",Vegetarian
630,2024-04-05,12:57:27,PIZ0630,Truffle Mushroom,Supreme,Small,4,14.57,58.28,"Cheese, Sauce, Toppings",Vegetarian
631,2024-03-10,21:54:29,PIZ0631,Chicken Pesto,Chicken,Medium,1,18.72,18.72,"Cheese, Sauce, Toppings",Vegetarian
632,2024-02-24,19:33:32,PIZ0632,Four Cheese,Cheese,Small,2,10.64,21.28,"Cheese, Sauce, Toppings",Non-Veg
633,2024-07-04,16:50:04,PIZ0633,Spicy Italian,Supreme,Medium,5,17.97,89.85,"Cheese, Sauce, Toppings",Non-Veg
634,2024-04-28,11:41:25,PIZ0634,Truffle Mushroom,Supreme,Small,3,14.95,44.85,"Cheese, Sauce, Toppings",Non-Veg
635,2024-12-14,16:40:45,PIZ0635,Classic Pepperoni,Classic,Large,1,21.35,21.35,"Cheese, Sauce, Toppings",Non-Veg
636,2024-04-09,22:16:29,PIZ0636,Cajun Chicken,Chicken,Large,5,21.67,108.35,"Cheese, Sauce, Toppings",Vegetarian
637,2025-02-15,22:47:29,PIZ0637,Vegetarian Supreme,Supreme,Medium,2,9.14,18.28,"Cheese, Sauce, Toppings",Non-Veg
638,2024-01-22,20:50:32,PIZ0638,Margherita,Classic,Large,4,23.36,93.44,"Cheese, Sauce, Toppings",Non-Veg
639,2025-05-20,18:24:14,PIZ0639,Pepperoni Feast,Classic,Large,3,17.51,52.53,"Cheese, Sauce, Toppings",Vegetarian
640,2024-10-18,20:17:25,PIZ0640,Chicken Supreme,Chicken,Large,2,15.36,30.72,"Cheese, Sauce, Toppings",Vegetarian
641,2024-12-02,23:52:35,PIZ0641,The Meatlovers,Supreme,Large,2,12.28,24.56,"Cheese, Sauce, Toppings",Vegetarian
642,2024-02-15,10:14:44,PIZ0642,Margherita,Classic,Large,1,19.82,19.82,"Cheese, Sauce, Toppings",Vegetarian
643,2024-08-23,17:10:28,PIZ0643,Hawaiian,Classic,Large,2,20.88,41.76,"Cheese, Sauce, Toppings",Vegetarian
644,2025-04-16,15:18:52,PIZ0644,Paneer Tikka,Veggie Special,Medium,1,8.12,8.12,"Cheese, Sauce, Toppings",Vegetarian
645,2025-02-15,12:39:58,PIZ0645,Spicy Italian,Supreme,Medium,2,9.27,18.54,"Cheese, Sauce, Toppings",Non-Veg
646,2025-06-28,22:21:33,PIZ0646,The Meatlovers,Supreme,Large,5,8.32,41.6,"Cheese, Sauce, Toppings",Vegetarian
647,2024-04-25,14:58:34,PIZ0647,Margherita,Classic,Large,5,8.95,44.75,"Cheese, Sauce, Toppings",Vegetarian
648,2025-06-09,11:46:55,PIZ0648,Mushroom & Olive,Vegetarian,Small,4,10.07,40.28,"Cheese, Sauce, Toppings",Vegetarian
649,2024-06-03,15:26:46,PIZ0649,Vegetarian Supreme,Supreme,Medium,4,14.34,57.36,"Cheese, Sauce, Toppings",Non-Veg
650,2024-05-27,17:17:25,PIZ0650,Margherita,Classic,Large,5,15.59,77.95,"Cheese, Sauce, Toppings",Non-Veg
651,2025-05-11,13:09:18,PIZ0651,Vegetarian Supreme,Supreme,Medium,4,12.49,49.96,"Cheese, Sauce, Toppings",Vegetarian
652,2024-02-16,10:57:19,PIZ0652,Chicken Supreme,Chicken,Large,3,8.98,26.94,"Cheese, Sauce, Toppings",Vegetarian
653,2025-04-06,14:04:28,PIZ0653,Hawaiian,Classic,Large,2,14.42,28.84,"Cheese, Sauce, Toppings",Vegetarian
654,2024-04-18,10:55:58,PIZ0654,BBQ Chicken,Chicken,Large,3,19.32,57.96,"Cheese, Sauce, Toppings",Non-Veg
655,2024-07-20,23:03:31,PIZ0655,Spicy Italian,Supreme,Medium,4,19.82,79.28,"Cheese, Sauce, Toppings",Non-Veg
656,2024-03-19,18:56:27,PIZ0656,The Meatlovers,Supreme,Large,1,9.34,9.34,"Cheese, Sauce, Toppings",Vegetarian
657,2024-11-13,19:19:29,PIZ0657,Margherita,Classic,Large,1,20.72,20.72,"Cheese, Sauce, Toppings",Vegetarian
658,2025-06-05,13:30:24,PIZ0658,Chicken Pesto,Chicken,Medium,1,17.69,17.69,"Cheese, Sauce, Toppings",Non-Veg
659,2024-10-16,17:08:59,PIZ0659,Mushroom & Olive,Vegetarian,Small,5,19.6,98.0,"Cheese, Sauce, Toppings",Vegetarian
660,2025-01-03,13:42:58,PIZ0660,The Meatlovers,Supreme,Large,5,14.24,71.2,"Cheese, Sauce, Toppings",Vegetarian
661,2024-07-18,11:07:32,PIZ0661,Vegetarian Supreme,Supreme,Medium,1,24.1,24.1,"Cheese, Sauce, Toppings",Non-Veg
662,2024-08-23,20:48:58,PIZ0662,Mushroom & Olive,Vegetarian,Small,5,21.67,108.35,"Cheese, Sauce, Toppings",Vegetarian
663,2024-08-30,17:56:41,PIZ0663,The Meatlovers,Supreme,Large,1,9.37,9.37,"Cheese, Sauce, Toppings",Non-Veg
664,2025-04-26,17:04:46,PIZ0664,Cajun Chicken,Chicken,Large,4,13.87,55.48,"Cheese, Sauce, Toppings",Non-Veg
665,2024-02-16,15:48:54,PIZ0665,Vegetarian Supreme,Supreme,Medium,5,10.69,53.45,"Cheese, Sauce, Toppings",Non-Veg
666,2024-11-05,15:33:24,PIZ0666,Paneer Tikka,Veggie Special,Medium,2,22.96,45.92,"Cheese, Sauce, Toppings",Non-Veg
667,2025-06-04,23:36:36,PIZ0667,Four Cheese,Cheese,Small,3,12.92,38.76,"Cheese, Sauce, Toppings",Vegetarian
668,2024-05-25,21:06:14,PIZ0668,Pepperoni Feast,Classic,Large,5,23.59,117.95,"Cheese, Sauce, Toppings",Non-Veg
