order_id,order_date,customer_id,product_id,product_name,product_category,warehouse_id,warehouse_city,warehouse_zone,order_qty,unit_cost,unit_price,shipping_charges,total_revenue,order_status,fulfillment_days,carrier,return_status,return_reason
299,2024-03-04,CUST0299,PROD0299,Cause,Books,WH10,Marioside,West Zone,3,3959.39,9029.19,68.67,27087.57,Shipped,6,Ecom Express,Not Returned,
300,2025-01-22,CUST0300,PROD0300,Clearly,Beauty,WH01,Schaeferstad,West Zone,19,2806.96,5771.71,160.16,109662.49,Delivered,6,Delhivery,Replacement Requested,Exchange Request
301,2024-03-12,CUST0301,PROD0301,News,Toys,WH02,East Suzannetown,South Zone,6,4277.58,5814.75,126.99,34888.5,Delivered,7,Blue Dart,Not Returned,
302,2024-11-03,CUST0302,PROD0302,Society,Toys,WH03,Aaronland,West Zone,15,4978.55,9446.89,27.89,141703.35,Delivered,11,FedEx,Not Returned,
303,2024-09-16,CUST0303,PROD0303,Trip,Clothing,WH04,Shawnport,Central Zone,12,2668.6,6399.03,44.65,76788.36,Shipped,1,DTDC,Not Returned,
304,2024-07-08,CUST0304,PROD0304,Single,Sports,WH05,Richardport,Central Zone,13,862.68,1203.87,135.4,15650.31,Shipped,2,Delhivery,Not Returned,
305,2024-10-05,CUST0305,PROD0305,Every,Books,WH06,Port Ronaldstad,Central Zone,3,3696.45,5835.42,178.82,17506.26,Delivered,9,Delhivery,Not Returned,
306,2024-02-17,CUST0306,PROD0306,Guy,Toys,WH07,Nicholasmouth,East Zone,13,3188.84,6361.08,71.15,82694.04,Delivered,13,Ecom Express,Replacement Requested,Exchange Request
307,2024-07-06,CUST0307,PROD0307,Here,Electronics,WH08,Rodriguezside,West Zone,18,1761.15,2256.99,182.38,40625.82,Delivered,10,FedEx,Returned,Quality Issue
308,2025-04-26,CUST0308,PROD0308,Minute,Electronics,WH09,Jamesview,West Zone,16,3581.44,7182.21,36.64,114915.36,Delivered,14,Delhivery,Not Returned,
309,2025-02-26,CUST0309,PROD0309,Language,Sports,WH10,Johnville,South Zone,13,2499.47,3242.66,54.84,42154.58,Cancelled,8,Delhivery,Returned,Wrong Size
310,2025-01-01,CUST0310,PROD0310,Ever,Sports,WH01,North Timothychester,East Zone,11,3387.09,6734.99,50.94,74084.89,Processing,1,Ecom Express,Returned,Defective
311,2024-03-28,CUST0311,PROD0311,Hard,Sports,WH02,Ochoaland,East Zone,18,3950.81,7314.74,131.05,131665.32,Delivered,5,Ecom Express,Returned,Quality Issue
312,2024-04-02,CUST0312,PROD0312,Entire,Groceries,WH03,Rickyborough,East Zone,3,3689.44,5708.21,53.0,17124.63,Cancelled,10,Blue Dart,Returned,Delivery Damaged
313,2024-07-27,CUST0313,PROD0313,Democratic,Toys,WH04,Lake Allen,Central Zone,6,3401.08,6816.28,144.79,40897.68,Processing,5,XpressBees,Not Returned,
314,2024-03-07,CUST0314,PROD0314,Strong,Electronics,WH05,Port Meganton,South Zone,7,687.55,1714.13,158.94,11998.91,Shipped,5,Ecom Express,Not Returned,
315,2024-06-28,CUST0315,PROD0315,Even,Electronics,WH06,Hallville,Central Zone,19,4088.01,8231.51,193.22,156398.69,Delivered,5,XpressBees,Not Returned,
316,2024-04-16,CUST0316,PROD0316,Although,Home & Kitchen,WH07,West Ricky,East Zone,13,3969.49,7282.22,182.87,94668.86,Processing,4,DTDC,Replacement Requested,Exchange Request
317,2025-01-21,CUST0317,PROD0317,Learn,Clothing,WH08,East Douglas,West Zone,11,2152.41,4583.88,65.53,50422.68,Delivered,10,Ecom Express,Not Returned,
318,2024-05-11,CUST0318,PROD0318,Against,Groceries,WH09,Richardsfort,South Zone,11,73.08,141.06,197.72,1551.66,Delivered,4,DTDC,Not Returned,
319,2024-01-30,CUST0319,PROD0319,Able,Clothing,WH10,North Dominiqueton,Central Zone,20,4454.53,7155.5,191.27,143110.0,Delivered,9,Blue Dart,Returned,Wrong Size
320,2024-04-16,CUST0320,PROD0320,Put,Groceries,WH01,Carterfurt,East Zone,20,1105.28,2329.84,68.46,46596.8,Delivered,3,Delhivery,Not Returned,
321,2024-09-09,CUST0321,PROD0321,Action,Sports,WH02,Ianburgh,Central Zone,3,3821.87,5956.34,129.2,17869.02,Delivered,6,Delhivery,Not Returned,
322,2025-02-09,CUST0322,PROD0322,Kind,Clothing,WH03,South Juanton,Central Zone,5,1383.46,2237.79,15.52,11188.95,Delivered,5,Delhivery,Replacement Requested,Exchange Request
323,2024-05-19,CUST0323,PROD0323,Economic,Beauty,WH04,New Tinaport,West Zone,9,3983.61,5246.39,173.36,47217.51,Delivered,8,XpressBees,Not Returned,
324,2024-12-05,CUST0324,PROD0324,Respond,Books,WH05,North Tony,South Zone,12,1286.47,2764.03,105.67,33168.36,Delivered,5,Blue Dart,Not Returned,
325,2024-01-29,CUST0325,PROD0325,End,Sports,WH06,South Jennifer,South Zone,13,4974.94,10104.85,44.33,131363.05,Delivered,12,Ecom Express,Not Returned,
326,2024-09-19,CUST0326,PROD0326,Brother,Clothing,WH07,Norrisside,Central Zone,10,1902.57,2646.38,121.3,26463.8,Delivered,9,FedEx,Returned,Not Needed
327,2025-03-14,CUST0327,PROD0327,Individual,Toys,WH08,Timothyside,North Zone,18,835.08,1827.89,22.11,32902.02,Delivered,2,Delhivery,Not Returned,
328,2024-11-02,CUST0328,PROD0328,Top,Books,WH09,West Jennifer,South Zone,3,1550.04,2796.3,107.15,8388.9,Delivered,12,Blue Dart,Replacement Requested,Exchange Request
329,2024-10-22,CUST0329,PROD0329,Whom,Electronics,WH10,South Andreaville,East Zone,10,4853.99,7060.9,145.81,70609.0,Delivered,7,Ecom Express,Not Returned,
330,2025-04-25,CUST0330,PROD0330,Modern,Sports,WH01,South Erikaborough,South Zone,7,912.59,1549.61,186.84,10847.27,Delivered,9,Ecom Express,Returned,Defective
331,2024-06-19,CUST0331,PROD0331,Time,Beauty,WH02,Antoniobury,North Zone,13,1707.53,3125.56,26.63,40632.28,Delivered,12,DTDC,Not Returned,
332,2024-05-13,CUST0332,PROD0332,Affect,Groceries,WH03,Jenniferhaven,East Zone,10,181.26,314.08,17.55,3140.8,Shipped,4,XpressBees,Replacement Requested,Exchange Request
333,2024-07-05,CUST0333,PROD0333,Modern,Books,WH04,Bradshire,West Zone,18,1174.58,1628.68,28.13,29316.24,Processing,13,Delhivery,Not Returned,
334,2024-06-13,CUST0334,PROD0334,Pattern,Books,WH05,Shanefort,South Zone,12,119.06,156.13,105.41,1873.56,Processing,13,XpressBees,Not Returned,
335,2024-02-03,CUST0335,PROD0335,Red,Toys,WH06,Ferrellstad,West Zone,3,2877.42,5732.78,165.69,17198.34,Shipped,11,Ecom Express,Returned,Defective
336,2024-07-15,CUST0336,PROD0336,Message,Clothing,WH07,New Mark,Central Zone,6,582.4,1247.9,145.98,7487.4,Delivered,3,DTDC,Not Returned,
337,2024-11-16,CUST0337,PROD0337,Teach,Groceries,WH08,South Jessicashire,North Zone,16,3415.64,6361.95,64.69,101791.2,Cancelled,9,XpressBees,Not Returned,
338,2025-06-23,CUST0338,PROD0338,Despite,Clothing,WH09,New Ericland,North Zone,17,4590.69,8758.57,26.65,148895.69,Cancelled,5,Delhivery,Not Returned,
339,2024-08-06,CUST0339,PROD0339,Minute,Beauty,WH10,North Amber,East Zone,14,3049.6,4174.33,35.95,58440.62,Shipped,10,Blue Dart,Returned,Wrong Size
340,2024-11-16,CUST0340,PROD0340,Road,Home & Kitchen,WH01,South Robertburgh,Central Zone,10,4245.97,7756.56,22.99,77565.6,Shipped,8,DTDC,Not Returned,
341,2024-07-11,CUST0341,PROD0341,Attack,Home & Kitchen,WH02,South Cassidystad,South Zone,8,4550.94,7806.4,77.25,62451.2,Delivered,13,DTDC,Not Returned,
342,2025-02-25,CUST0342,PROD0342,Party,Beauty,WH03,Port Adam,South Zone,15,1017.62,2529.07,51.87,37936.05,Delivered,8,Ecom Express,Not Returned,
343,2025-05-27,CUST0343,PROD0343,Simple,Groceries,WH04,Pricestad,West Zone,12,3725.75,5156.36,37.26,61876.32,Delivered,1,DTDC,Replacement Requested,Exchange Request
344,2024-04-03,CUST0344,PROD0344,Everyone,Sports,WH05,North Keith,Central Zone,7,2032.54,3143.11,190.97,22001.77,Delivered,7,Ecom Express,Not Returned,
345,2024-10-07,CUST0345,PROD0345,Customer,Groceries,WH06,Parkfurt,North Zone,1,3387.43,6116.62,176.21,6116.62,Delivered,11,XpressBees,Not Returned,
346,2025-01-28,CUST0346,PROD0346,Inside,Home & Kitchen,WH07,Johnbury,South Zone,3,1476.65,3325.08,191.19,9975.24,Pending,1,Blue Dart,Not Returned,
347,2024-11-07,CUST0347,PROD0347,Site,Groceries,WH08,Higginsfurt,Central Zone,18,939.78,1178.26,189.38,21208.68,Pending,4,Delhivery,Not Returned,
348,2025-02-27,CUST0348,PROD0348,Free,Groceries,WH09,Alanhaven,North Zone,7,1707.55,3376.39,25.3,23634.73,Delivered,2,Ecom Express,Not Returned,
349,2025-01-11,CUST0349,PROD0349,White,Electronics,WH10,West Matthewhaven,East Zone,17,1837.67,4314.54,37.61,73347.18,Delivered,5,DTDC,Not Returned,
350,2024-12-05,CUST0350,PROD0350,View,Groceries,WH01,Lake Sheri,East Zone,16,2112.18,3580.5,25.53,57288.0,Processing,8,Ecom Express,Replacement Requested,Exchange Request
351,2024-12-04,CUST0351,PROD0351,Agent,Home & Kitchen,WH02,Benjaminstad,East Zone,15,2869.78,5973.9,23.91,89608.5,Shipped,8,Blue Dart,Not Returned,
352,2025-03-28,CUST0352,PROD0352,Newspaper,Sports,WH03,Port Rebeccaland,South Zone,18,581.45,697.88,103.94,12561.84,Delivered,9,FedEx,Replacement Requested,Exchange Request
353,2024-12-06,CUST0353,PROD0353,Participant,Electronics,WH04,South Ronald,West Zone,1,2433.64,3138.36,77.94,3138.36,Cancelled,13,Blue Dart,Not Returned,
354,2024-04-10,CUST0354,PROD0354,Factor,Clothing,WH05,Lake Kyleport,South Zone,11,3083.94,4576.7,13.74,50343.7,Pending,5,FedEx,Replacement Requested,Exchange Request
355,2025-03-24,CUST0355,PROD0355,Something,Groceries,WH06,South Susanburgh,South Zone,13,829.76,1427.28,95.29,18554.64,Delivered,11,DTDC,Not Returned,
356,2025-03-14,CUST0356,PROD0356,Together,Beauty,WH07,Lake Beverly,West Zone,17,4366.06,5455.42,112.17,92742.14,Delivered,4,DTDC,Not Returned,
357,2024-01-12,CUST0357,PROD0357,Turn,Clothing,WH08,Brycehaven,South Zone,11,909.18,1947.78,20.66,21425.58,Shipped,8,XpressBees,Not Returned,
358,2024-11-30,CUST0358,PROD0358,Fish,Groceries,WH09,North Zachary,Central Zone,15,399.97,550.75,10.36,8261.25,Shipped,13,Delhivery,Not Returned,
359,2025-02-03,CUST0359,PROD0359,Act,Clothing,WH10,Bowmanside,Central Zone,11,1371.97,1902.26,12.45,20924.86,Delivered,7,FedEx,Replacement Requested,Exchange Request
360,2025-05-03,CUST0360,PROD0360,Share,Clothing,WH01,East Robertport,North Zone,6,3451.18,5550.2,162.84,33301.2,Delivered,4,DTDC,Not Returned,
361,2024-02-21,CUST0361,PROD0361,Task,Clothing,WH02,Carlosmouth,South Zone,6,300.44,653.49,99.25,3920.94,Pending,14,FedEx,Returned,Defective
362,2025-06-03,CUST0362,PROD0362,Become,Groceries,WH03,Sierraland,East Zone,13,3120.81,6770.99,93.85,88022.87,Shipped,1,Blue Dart,Not Returned,
363,2024-06-13,CUST0363,PROD0363,Instead,Toys,WH04,Boltonborough,South Zone,12,3385.86,6769.82,148.43,81237.84,Processing,2,DTDC,Not Returned,
364,2024-04-06,CUST0364,PROD0364,Democrat,Electronics,WH05,Adamchester,North Zone,15,3587.35,4831.48,142.6,72472.2,Shipped,6,Ecom Express,Not Returned,
365,2024-10-25,CUST0365,PROD0365,Yard,Electronics,WH06,Johnport,South Zone,8,764.66,919.94,26.8,7359.52,Shipped,9,XpressBees,Returned,Quality Issue
366,2024-06-27,CUST0366,PROD0366,Somebody,Beauty,WH07,North Maria,East Zone,15,1924.67,2898.62,162.78,43479.3,Delivered,14,DTDC,Not Returned,
367,2024-06-20,CUST0367,PROD0367,Especially,Electronics,WH08,North Peggy,South Zone,8,4437.19,8187.86,122.95,65502.88,Processing,9,DTDC,Not Returned,
368,2024-08-27,CUST0368,PROD0368,List,Groceries,WH09,Nicolemouth,West Zone,10,3723.4,7705.25,12.25,77052.5,Delivered,10,FedEx,Returned,Delivery Damaged
369,2024-12-22,CUST0369,PROD0369,Health,Electronics,WH10,Kimberlyborough,Central Zone,6,3494.39,5426.87,89.75,32561.22,Delivered,1,Ecom Express,Not Returned,
370,2024-06-22,CUST0370,PROD0370,Across,Clothing,WH01,New Adam,North Zone,2,3469.19,6738.26,129.87,13476.52,Delivered,10,Blue Dart,Not Returned,
371,2025-04-08,CUST0371,PROD0371,End,Clothing,WH02,Martinezburgh,South Zone,15,4271.28,10171.3,98.72,152569.5,Processing,4,Ecom Express,Not Returned,
372,2024-07-05,CUST0372,PROD0372,Staff,Clothing,WH03,Pamelaville,South Zone,11,2001.86,3451.75,128.81,37969.25,Pending,5,FedEx,Not Returned,
373,2024-10-26,CUST0373,PROD0373,Consumer,Electronics,WH04,Palmerview,West Zone,9,1606.71,3335.42,56.1,30018.78,Pending,7,Ecom Express,Returned,Not Needed
374,2024-03-05,CUST0374,PROD0374,Nearly,Sports,WH05,Tristanchester,West Zone,20,4427.8,10342.15,80.44,206843.0,Shipped,7,DTDC,Returned,Delivery Damaged
375,2025-04-11,CUST0375,PROD0375,Exist,Groceries,WH06,Travishaven,West Zone,14,2872.99,3549.19,54.14,49688.66,Delivered,5,FedEx,Not Returned,
376,2024-05-02,CUST0376,PROD0376,Per,Toys,WH07,Wesleyfurt,North Zone,4,3740.39,6112.6,116.85,24450.4,Delivered,4,DTDC,Not Returned,
377,2024-06-08,CUST0377,PROD0377,Quite,Clothing,WH08,Jeremymouth,Central Zone,3,2592.74,3950.15,28.28,11850.45,Delivered,5,Ecom Express,Not Returned,
378,2024-11-26,CUST0378,PROD0378,Down,Beauty,WH09,New Douglas,Central Zone,4,2158.05,3397.57,174.28,13590.28,Delivered,9,XpressBees,Returned,Wrong Size
379,2024-05-30,CUST0379,PROD0379,Under,Beauty,WH10,New Steven,East Zone,4,3632.89,8693.95,36.13,34775.8,Delivered,9,DTDC,Returned,Quality Issue
380,2024-06-18,CUST0380,PROD0380,World,Clothing,WH01,Kirkstad,North Zone,14,3736.47,5337.14,142.87,74719.96,Shipped,8,Ecom Express,Replacement Requested,Exchange Request
381,2024-11-28,CUST0381,PROD0381,Go,Home & Kitchen,WH02,Katherinemouth,East Zone,10,3903.02,6288.36,109.49,62883.6,Delivered,11,DTDC,Returned,Delivery Damaged
382,2024-09-08,CUST0382,PROD0382,Laugh,Clothing,WH03,East Kimberly,West Zone,11,3794.51,9067.23,135.67,99739.53,Processing,2,DTDC,Not Returned,
383,2024-12-02,CUST0383,PROD0383,Close,Clothing,WH04,West Morganmouth,West Zone,20,1415.51,2248.76,173.92,44975.2,Cancelled,4,Blue Dart,Not Returned,
384,2024-12-13,CUST0384,PROD0384,Soon,Books,WH05,Hilltown,West Zone,16,2315.72,3196.93,50.95,51150.88,Processing,6,FedEx,Not Returned,
385,2024-01-07,CUST0385,PROD0385,Fund,Home & Kitchen,WH06,East Normaland,South Zone,18,2043.66,4406.96,180.28,79325.28,Processing,3,Delhivery,Not Returned,
386,2025-06-06,CUST0386,PROD0386,Gun,Books,WH07,Stewartborough,West Zone,2,1434.5,3139.31,192.43,6278.62,Delivered,8,Delhivery,Not Returned,
387,2024-07-09,CUST0387,PROD0387,Claim,Groceries,WH08,Reyeshaven,North Zone,10,3283.92,6520.06,145.94,65200.6,Shipped,10,Blue Dart,Not Returned,
388,2024-08-01,CUST0388,PROD0388,Model,Beauty,WH09,Collinsberg,South Zone,15,2237.13,4836.83,110.18,72552.45,Delivered,8,Blue Dart,Replacement Requested,Exchange Request
389,2024-12-22,CUST0389,PROD0389,Hot,Electronics,WH10,South Chelseaborough,East Zone,7,4038.37,6316.18,111.68,44213.26,Shipped,5,Ecom Express,Not Returned,
390,2024-06-03,CUST0390,PROD0390,This,Electronics,WH01,Lake Timothy,South Zone,14,2421.75,3009.82,126.83,42137.48,Delivered,1,Blue Dart,Not Returned,
391,2024-08-24,CUST0391,PROD0391,Congress,Home & Kitchen,WH02,Mejiahaven,East Zone,9,1960.59,3155.15,148.61,28396.35,Delivered,8,Delhivery,Not Returned,
392,2025-03-18,CUST0392,PROD0392,Most,Electronics,WH03,Lake Richardchester,East Zone,12,3737.38,8077.91,50.4,96934.92,Delivered,6,FedEx,Replacement Requested,Exchange Request
393,2025-03-05,CUST0393,PROD0393,Shoulder,Beauty,WH04,South Patriciatown,North Zone,9,689.48,1144.55,109.93,10300.95,Processing,12,XpressBees,Replacement Requested,Exchange Request
394,2025-01-02,CUST0394,PROD0394,Year,Toys,WH05,Sergiohaven,Central Zone,11,1564.56,2208.46,181.72,24293.06,Shipped,9,Blue Dart,Not Returned,
395,2024-03-20,CUST0395,PROD0395,Idea,Books,WH06,New Christopherhaven,South Zone,9,2697.59,6094.16,23.13,54847.44,Delivered,2,XpressBees,Replacement Requested,Exchange Request
396,2024-04-17,CUST0396,PROD0396,Successful,Groceries,WH07,New Michaelborough,Central Zone,7,3670.38,4748.09,49.14,33236.63,Delivered,8,Delhivery,Not Returned,
397,2024-12-09,CUST0397,PROD0397,Take,Clothing,WH08,West Brianna,East Zone,4,2904.29,4243.78,142.49,16975.12,Delivered,4,Ecom Express,Not Returned,
398,2024-05-31,CUST0398,PROD0398,Ask,Clothing,WH09,North Hector,West Zone,13,1962.06,2548.87,131.22,33135.31,Delivered,5,DTDC,Returned,Not Needed
399,2024-03-28,CUST0399,PROD0399,Detail,Toys,WH10,Anthonytown,Central Zone,16,1173.07,2683.66,57.93,42938.56,Delivered,4,DTDC,Not Returned,
400,2025-01-25,CUST0400,PROD0400,Market,Toys,WH01,Port Amybury,East Zone,14,3235.29,8035.56,122.07,112497.84,Delivered,1,XpressBees,Replacement Requested,Exchange Request
401,2024-03-28,CUST0401,PROD0401,Tough,Books,WH02,Lake Betty,East Zone,7,1592.87,3410.27,101.9,23871.89,Delivered,3,Ecom Express,Not Returned,
402,2024-02-20,CUST0402,PROD0402,Few,Beauty,WH03,Curtisbury,South Zone,20,1069.01,1938.57,183.66,38771.4,Delivered,12,Delhivery,Replacement Requested,Exchange Request
403,2024-05-18,CUST0403,PROD0403,Beyond,Sports,WH04,Davidview,North Zone,16,3353.66,4242.3,139.27,67876.8,Shipped,8,XpressBees,Replacement Requested,Exchange Request
404,2025-06-21,CUST0404,PROD0404,Second,Home & Kitchen,WH05,New Matthew,North Zone,8,4017.42,9194.68,148.08,73557.44,Delivered,4,Ecom Express,Not Returned,
405,2025-01-23,CUST0405,PROD0405,Child,Books,WH06,Melissaton,West Zone,10,4270.15,8333.81,157.16,83338.1,Delivered,2,XpressBees,Replacement Requested,Exchange Request
406,2024-02-23,CUST0406,PROD0406,Wish,Groceries,WH07,East Matthewton,East Zone,5,2145.68,3037.43,40.66,15187.15,Delivered,5,Blue Dart,Not Returned,
407,2024-03-17,CUST0407,PROD0407,Meet,Sports,WH08,Lake Sharonchester,East Zone,17,2715.02,4796.32,22.58,81537.44,Processing,9,XpressBees,Not Returned,
408,2025-03-29,CUST0408,PROD0408,Possible,Home & Kitchen,WH09,West Garyton,South Zone,1,373.92,685.81,134.05,685.81,Delivered,2,Blue Dart,Not Returned,
409,2024-08-04,CUST0409,PROD0409,Simply,Books,WH10,Tonyhaven,South Zone,17,4209.15,5538.07,57.82,94147.19,Shipped,2,FedEx,Not Returned,
410,2024-07-05,CUST0410,PROD0410,Power,Groceries,WH01,Timothymouth,South Zone,9,3306.82,7458.89,193.94,67130.01,Delivered,7,Ecom Express,Not Returned,
411,2024-04-23,CUST0411,PROD0411,Bring,Toys,WH02,Port Jamie,West Zone,8,2527.64,3671.78,169.03,29374.24,Processing,5,DTDC,Returned,Defective
412,2025-02-10,CUST0412,PROD0412,Require,Home & Kitchen,WH03,Josemouth,South Zone,10,421.34,896.5,39.32,8965.0,Processing,2,DTDC,Returned,Not Needed
413,2024-02-28,CUST0413,PROD0413,Treat,Clothing,WH04,Adamview,East Zone,17,901.09,2116.25,45.72,35976.25,Delivered,8,DTDC,Not Returned,
414,2025-01-06,CUST0414,PROD0414,Free,Home & Kitchen,WH05,East Daniel,South Zone,20,4537.36,10696.06,129.76,213921.2,Delivered,11,XpressBees,Not Returned,
415,2024-08-24,CUST0415,PROD0415,Sea,Home & Kitchen,WH06,East Williamstad,Central Zone,1,2260.42,3450.07,171.79,3450.07,Delivered,7,Delhivery,Returned,Delivery Damaged
416,2024-12-26,CUST0416,PROD0416,Capital,Toys,WH07,Lake Blake,South Zone,16,1088.21,1875.26,192.45,30004.16,Shipped,6,XpressBees,Not Returned,
417,2024-05-05,CUST0417,PROD0417,Leave,Books,WH08,Snydermouth,West Zone,10,2040.97,4860.56,154.2,48605.6,Delivered,1,Ecom Express,Returned,Quality Issue
418,2025-01-09,CUST0418,PROD0418,Scientist,Beauty,WH09,Port Brittany,South Zone,5,730.45,897.03,103.03,4485.15,Processing,1,DTDC,Replacement Requested,Exchange Request
419,2025-04-24,CUST0419,PROD0419,Bring,Books,WH10,Seanbury,Central Zone,20,1982.61,4843.3,122.77,96866.0,Shipped,8,DTDC,Not Returned,
420,2025-03-17,CUST0420,PROD0420,Job,Books,WH01,North Laurenton,South Zone,7,1045.96,2377.05,26.33,16639.35,Shipped,11,Delhivery,Returned,Defective
421,2025-03-22,CUST0421,PROD0421,Star,Home & Kitchen,WH02,Ashleyport,West Zone,20,3253.47,7783.36,107.17,155667.2,Delivered,1,DTDC,Not Returned,
422,2025-04-07,CUST0422,PROD0422,Have,Clothing,WH03,West Williamfort,West Zone,2,3378.17,4114.43,35.61,8228.86,Shipped,5,Delhivery,Replacement Requested,Exchange Request
423,2025-04-15,CUST0423,PROD0423,Phone,Clothing,WH04,East Helenfurt,North Zone,8,2911.24,7255.25,71.21,58042.0,Shipped,6,FedEx,Not Returned,
424,2024-10-25,CUST0424,PROD0424,Scene,Books,WH05,West Samuelstad,West Zone,12,194.62,264.8,77.15,3177.6,Delivered,6,XpressBees,Replacement Requested,Exchange Request
425,2025-04-23,CUST0425,PROD0425,Few,Clothing,WH06,Johnhaven,West Zone,15,4961.74,6213.81,150.91,93207.15,Delivered,7,XpressBees,Not Returned,
426,2025-02-14,CUST0426,PROD0426,Congress,Sports,WH07,Gonzalezport,East Zone,5,1078.7,2175.35,93.17,10876.75,Delivered,11,XpressBees,Replacement Requested,Exchange Request
427,2025-06-23,CUST0427,PROD0427,Official,Home & Kitchen,WH08,East Bryan,Central Zone,7,58.7,76.15,191.03,533.05,Delivered,8,FedEx,Not Returned,
428,2024-11-22,CUST0428,PROD0428,War,Books,WH09,Garciaville,West Zone,19,2695.21,5956.89,157.0,113180.91,Delivered,6,Delhivery,Not Returned,
429,2025-04-13,CUST0429,PROD0429,Fund,Toys,WH10,Brandiville,West Zone,4,95.3,202.73,91.93,810.92,Delivered,5,Ecom Express,Not Returned,
430,2024-05-27,CUST0430,PROD0430,Much,Clothing,WH01,Brendaport,South Zone,18,254.9,457.29,154.15,8231.22,Delivered,4,Delhivery,Not Returned,
431,2024-05-16,CUST0431,PROD0431,Forget,Toys,WH02,Markhaven,Central Zone,11,378.54,577.38,158.51,6351.18,Delivered,7,DTDC,Replacement Requested,Exchange Request
432,2024-12-19,CUST0432,PROD0432,Chance,Beauty,WH03,Maryhaven,Central Zone,16,1315.36,2591.76,172.35,41468.16,Delivered,12,Ecom Express,Returned,Defective
433,2024-09-13,CUST0433,PROD0433,Close,Clothing,WH04,Lake Robertville,South Zone,15,316.54,761.43,159.15,11421.45,Processing,10,Blue Dart,Returned,Wrong Size
434,2024-07-02,CUST0434,PROD0434,Toward,Clothing,WH05,East Destiny,West Zone,20,2230.97,5090.76,155.25,101815.2,Delivered,14,Delhivery,Not Returned,
435,2025-01-14,CUST0435,PROD0435,Night,Beauty,WH06,New Paulberg,Central Zone,9,1244.72,2883.9,83.42,25955.1,Delivered,2,XpressBees,Not Returned,
436,2025-05-05,CUST0436,PROD0436,Suffer,Toys,WH07,Walkerfort,East Zone,7,595.42,1450.5,180.08,10153.5,Delivered,12,Blue Dart,Not Returned,
437,2025-02-09,CUST0437,PROD0437,Wait,Beauty,WH08,Stewartchester,East Zone,3,2375.22,5298.1,193.88,15894.3,Delivered,3,Ecom Express,Returned,Delivery Damaged
438,2024-07-15,CUST0438,PROD0438,Campaign,Groceries,WH09,Port Richard,Central Zone,8,105.9,254.52,75.76,2036.16,Delivered,11,XpressBees,Replacement Requested,Exchange Request
439,2025-03-23,CUST0439,PROD0439,Heart,Books,WH10,Victorborough,East Zone,11,1511.94,2295.97,127.1,25255.67,Delivered,5,Delhivery,Returned,Defective
440,2024-07-19,CUST0440,PROD0440,Quite,Groceries,WH01,North Bianca,South Zone,1,2741.61,5226.41,186.52,5226.41,Delivered,5,DTDC,Returned,Quality Issue
441,2024-03-22,CUST0441,PROD0441,Strong,Clothing,WH02,Port Nancychester,Central Zone,10,1057.17,1823.51,54.37,18235.1,Delivered,11,Ecom Express,Replacement Requested,Exchange Request
442,2024-10-07,CUST0442,PROD0442,Up,Beauty,WH03,Walkerland,South Zone,17,2756.69,6461.9,83.56,109852.3,Shipped,3,FedEx,Replacement Requested,Exchange Request
443,2024-01-21,CUST0443,PROD0443,Maybe,Beauty,WH04,Murphyfort,North Zone,10,4700.42,7708.11,92.61,77081.1,Delivered,3,DTDC,Replacement Requested,Exchange Request
444,2025-05-11,CUST0444,PROD0444,Simple,Toys,WH05,Port Victorland,North Zone,19,1190.48,1978.4,61.43,37589.6,Delivered,4,Blue Dart,Not Returned,
445,2024-11-08,CUST0445,PROD0445,Thing,Toys,WH06,South Joshua,South Zone,17,4245.9,9379.83,133.83,159457.11,Shipped,10,Blue Dart,Returned,Not Needed
446,2025-02-15,CUST0446,PROD0446,Red,Home & Kitchen,WH07,Mathewsborough,South Zone,19,2628.18,5365.69,186.37,101948.11,Delivered,1,DTDC,Not Returned,
447,2024-04-20,CUST0447,PROD0447,Important,Toys,WH08,Lake Paul,Central Zone,12,2571.53,4362.59,30.89,52351.08,Shipped,10,DTDC,Returned,Delivery Damaged
448,2024-06-09,CUST0448,PROD0448,Road,Sports,WH09,Mclaughlinside,East Zone,19,2063.98,4751.97,76.61,90287.43,Delivered,9,Delhivery,Not Returned,
449,2024-10-02,CUST0449,PROD0449,Hair,Beauty,WH10,Port Julieberg,West Zone,9,4409.91,8764.65,18.65,78881.85,Processing,10,Delhivery,Not Returned,
450,2025-02-28,CUST0450,PROD0450,Story,Clothing,WH01,Lake Kellie,Central Zone,11,4824.46,9732.79,40.98,107060.69,Delivered,10,FedEx,Returned,Delivery Damaged
451,2024-01-28,CUST0451,PROD0451,Drop,Toys,WH02,Ryanville,South Zone,7,4042.8,7327.12,109.56,51289.84,Pending,12,Blue Dart,Not Returned,
452,2025-05-08,CUST0452,PROD0452,Blood,Books,WH03,Hayeshaven,East Zone,1,3975.26,9252.83,19.28,9252.83,Pending,14,Delhivery,Not Returned,
453,2024-12-29,CUST0453,PROD0453,Expect,Books,WH04,Danieltown,West Zone,20,856.29,1656.96,43.72,33139.2,Processing,11,Blue Dart,Not Returned,
454,2025-04-01,CUST0454,PROD0454,Public,Electronics,WH05,Mercadoville,West Zone,1,1619.52,3136.65,135.76,3136.65,Delivered,4,Delhivery,Not Returned,
455,2025-05-08,CUST0455,PROD0455,Quite,Beauty,WH06,New Andrewport,East Zone,17,4830.72,6328.18,152.38,107579.06,Processing,12,DTDC,Returned,Defective
