track_id,track_name,artist_name,artist_popularity,album_name,genre,track_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,track_number,release_date
169,Track 169,Doja Cat,80,Album 9,R&B,61,0.315,0.932,6,-18.6,Minor,0.36,0.779,0.026,0.476,0.402,124.19,199857,20,2015-05-12
170,Track 170,Bad Bunny,90,Album 2,Folk,100,0.614,0.714,7,-18.9,Major,0.349,0.478,0.2,0.204,0.514,172.12,278957,4,2019-11-10
171,Track 171,Adele,74,Album 2,Indie,76,0.833,0.535,10,-6.6,Minor,0.193,0.05,0.302,0.246,0.759,71.89,256944,5,2017-02-11
172,Track 172,Harry Styles,82,Album 2,Hip-Hop,67,0.671,0.77,8,-11.6,Minor,0.445,0.085,0.799,0.407,0.275,62.49,251291,1,2016-06-12
173,Track 173,The Weeknd,91,Album 8,R&B,80,0.756,0.444,4,-12.8,Minor,0.315,0.698,0.225,0.132,0.756,121.13,286729,9,2022-11-01
174,Track 174,Bad Bunny,90,Album 2,Blues,100,0.423,0.569,8,-17.7,Major,0.283,0.26,0.171,0.253,0.57,86.42,304949,3,2018-11-20
175,Track 175,Bruno Mars,76,Album 5,Classical,48,0.203,0.309,11,-7.8,Minor,0.151,0.301,0.709,0.085,0.604,88.97,325199,4,2023-06-29
176,Track 176,Olivia Rodrigo,81,Album 7,Electronic,85,0.68,0.797,1,-13.4,Major,0.571,0.811,0.358,0.069,0.814,70.14,159472,10,2017-09-02
177,Track 177,Bruno Mars,76,Album 10,Electronic,86,0.38,0.86,5,-4.6,Minor,0.314,0.477,0.098,0.44,0.498,125.64,149797,4,2024-04-01
178,Track 178,Adele,74,Album 5,Folk,90,0.554,0.145,5,-10.1,Major,0.269,0.638,0.641,0.475,0.564,118.68,150498,19,2016-10-27
179,Track 179,Rihanna,75,Album 1,Classical,54,0.634,0.727,2,-3.0,Major,0.339,0.593,0.748,0.44,0.623,108.71,240416,3,2017-10-11
180,Track 180,Rihanna,75,Album 10,Jazz,62,0.474,0.9,3,-13.6,Minor,0.339,0.566,0.035,0.191,0.532,123.04,342289,3,2022-01-19
181,Track 181,Olivia Rodrigo,81,Album 1,Blues,71,0.576,0.752,6,-14.7,Major,0.235,0.299,0.003,0.226,0.765,61.0,257877,17,2020-06-09
182,Track 182,Drake,92,Album 1,Electronic,81,0.703,0.34,11,-3.5,Minor,0.071,0.829,0.572,0.411,0.411,85.2,129845,13,2021-12-24
183,Track 183,Harry Styles,82,Album 10,R&B,79,0.759,0.684,9,-18.5,Major,0.438,0.509,0.599,0.234,0.287,156.79,356615,5,2019-05-27
184,Track 184,Bruno Mars,76,Album 7,K-Pop,88,0.824,0.719,3,-13.0,Major,0.532,0.678,0.193,0.046,0.303,80.8,342539,15,2015-11-18
185,Track 185,Bad Bunny,90,Album 8,Country,73,0.269,0.311,1,-9.8,Major,0.502,0.028,0.037,0.043,0.726,176.43,347007,20,2017-03-10
186,Track 186,Rihanna,75,Album 10,Folk,73,0.404,0.572,4,-16.3,Major,0.449,0.184,0.237,0.334,0.207,184.51,342339,6,2019-07-08
187,Track 187,Adele,74,Album 2,R&B,81,0.368,0.59,2,-9.2,Major,0.147,0.542,0.713,0.215,0.364,65.53,192311,6,2019-07-07
188,Track 188,Olivia Rodrigo,81,Album 5,Rock,62,0.87,0.55,3,-6.5,Major,0.238,0.911,0.598,0.301,0.736,189.42,180568,4,2015-04-18
189,Track 189,Beyonce,77,Album 4,Reggae,73,0.203,0.927,11,-16.7,Minor,0.51,0.19,0.28,0.054,0.266,180.63,211156,12,2021-07-27
190,Track 190,Adele,74,Album 2,Electronic,77,0.83,0.662,4,-14.9,Minor,0.39,0.91,0.327,0.051,0.689,92.7,312071,7,2015-01-02
191,Track 191,Ed Sheeran,88,Album 2,Jazz,69,0.274,0.107,8,-7.3,Major,0.167,0.384,0.041,0.241,0.821,96.41,264110,11,2019-06-08
192,Track 192,The Weeknd,91,Album 10,R&B,69,0.566,0.486,11,-17.9,Minor,0.534,0.872,0.559,0.13,0.701,94.73,219082,8,2024-09-12
193,Track 193,Olivia Rodrigo,81,Album 4,Folk,96,0.457,0.737,7,-9.6,Major,0.555,0.485,0.717,0.29,0.692,134.22,222064,8,2021-12-09
194,Track 194,Eminem,78,Album 2,Rock,60,0.286,0.685,10,-8.7,Minor,0.468,0.347,0.119,0.097,0.533,134.42,263676,11,2022-04-20
195,Track 195,Beyonce,77,Album 10,R&B,59,0.516,0.917,5,-15.9,Major,0.109,0.086,0.542,0.204,0.806,199.65,299727,7,2017-08-11
196,Track 196,Billie Eilish,87,Album 1,Jazz,87,0.566,0.148,2,-4.6,Major,0.504,0.175,0.221,0.084,0.747,66.79,321399,20,2016-09-03
197,Track 197,Ariana Grande,86,Album 2,Blues,71,0.549,0.622,4,-9.0,Major,0.549,0.54,0.58,0.2,0.557,187.58,129107,5,2019-10-24
198,Track 198,Adele,74,Album 9,Electronic,71,0.849,0.517,0,-10.0,Minor,0.381,0.935,0.187,0.021,0.701,109.84,321906,5,2019-04-07
199,Track 199,Beyonce,77,Album 7,Jazz,51,0.294,0.872,4,-8.3,Minor,0.286,0.889,0.055,0.42,0.592,115.08,136469,15,2022-12-18
200,Track 200,Post Malone,79,Album 10,Classical,93,0.894,0.341,8,-8.1,Minor,0.301,0.531,0.072,0.176,0.717,65.93,182582,15,2019-05-20
201,Track 201,Beyonce,77,Album 4,Indie,76,0.851,0.976,4,-5.6,Major,0.262,0.02,0.001,0.185,0.345,61.37,315883,13,2015-04-04
202,Track 202,Taylor Swift,95,Album 5,K-Pop,100,0.793,0.609,4,-9.4,Major,0.291,0.602,0.615,0.328,0.238,86.54,344141,20,2021-09-15
203,Track 203,Eminem,78,Album 10,Classical,53,0.284,0.439,3,-15.0,Minor,0.025,0.301,0.598,0.058,0.803,119.22,190146,9,2016-02-01
204,Track 204,Dua Lipa,85,Album 2,Rock,82,0.807,0.345,11,-4.6,Major,0.306,0.749,0.551,0.129,0.819,102.1,273376,13,2017-05-06
205,Track 205,Dua Lipa,85,Album 4,Jazz,61,0.61,0.106,1,-15.0,Major,0.369,0.505,0.767,0.024,0.798,196.76,190726,13,2018-05-27
206,Track 206,Taylor Swift,95,Album 8,Classical,74,0.444,0.632,7,-5.7,Major,0.214,0.282,0.613,0.036,0.267,130.72,149990,6,2024-11-12
207,Track 207,Rihanna,75,Album 8,Rock,85,0.463,0.188,4,-19.0,Major,0.432,0.641,0.42,0.035,0.513,67.06,315095,17,2024-09-20
208,Track 208,Post Malone,79,Album 3,Blues,84,0.863,0.939,5,-14.7,Minor,0.235,0.005,0.269,0.431,0.879,134.81,324829,12,2020-05-12
209,Track 209,Billie Eilish,87,Album 9,Rock,97,0.644,0.859,5,-13.8,Major,0.351,0.133,0.204,0.186,0.713,161.17,356981,5,2021-09-21
210,Track 210,Ed Sheeran,88,Album 9,Rock,67,0.505,0.631,1,-19.4,Minor,0.419,0.472,0.141,0.277,0.709,117.81,345453,2,2017-09-12
211,Track 211,Rihanna,75,Album 3,Pop,95,0.342,0.722,7,-6.9,Minor,0.366,0.609,0.627,0.459,0.487,143.14,288959,5,2016-12-15
212,Track 212,Drake,92,Album 4,Blues,94,0.627,0.288,11,-9.4,Minor,0.475,0.747,0.373,0.421,0.692,186.86,210566,17,2018-12-20
213,Track 213,Harry Styles,82,Album 4,Metal,59,0.391,0.885,0,-18.2,Major,0.516,0.64,0.321,0.172,0.389,79.97,210901,20,2016-07-15
214,Track 214,Doja Cat,80,Album 8,R&B,82,0.872,0.587,6,-14.1,Minor,0.194,0.903,0.737,0.248,0.841,114.93,295314,2,2024-03-06
215,Track 215,Harry Styles,82,Album 4,Electronic,66,0.605,0.715,7,-3.2,Minor,0.1,0.023,0.613,0.358,0.134,66.02,156114,11,2020-12-02
216,Track 216,Beyonce,77,Album 8,Reggae,87,0.558,0.602,11,-5.7,Major,0.35,0.241,0.775,0.251,0.428,119.86,300997,16,2022-06-18
217,Track 217,The Weeknd,91,Album 1,Classical,100,0.256,0.201,4,-18.2,Minor,0.335,0.223,0.32,0.044,0.4,167.4,253157,2,2016-10-09
218,Track 218,Bad Bunny,90,Album 3,Indie,76,0.802,0.677,9,-13.8,Minor,0.176,0.002,0.633,0.209,0.826,87.61,270707,17,2017-01-25
219,Track 219,Post Malone,79,Album 9,Jazz,84,0.899,0.506,11,-4.7,Minor,0.096,0.459,0.049,0.306,0.499,198.36,288531,8,2024-10-07
220,Track 220,Taylor Swift,95,Album 10,K-Pop,97,0.87,0.886,7,-16.4,Minor,0.519,0.446,0.424,0.114,0.504,145.97,358075,15,2015-11-05
221,Track 221,Doja Cat,80,Album 8,Country,88,0.694,0.268,11,-19.8,Minor,0.512,0.514,0.369,0.384,0.417,192.75,283177,20,2017-06-02
222,Track 222,Travis Scott,84,Album 1,Metal,77,0.613,0.869,10,-5.3,Major,0.102,0.137,0.765,0.235,0.493,149.52,166839,1,2016-04-09
223,Track 223,Doja Cat,80,Album 1,Classical,51,0.376,0.728,10,-18.4,Minor,0.339,0.907,0.654,0.07,0.211,172.19,199058,16,2024-09-02
224,Track 224,Ariana Grande,86,Album 9,Classical,91,0.34,0.902,3,-12.4,Major,0.363,0.48,0.109,0.167,0.712,63.73,167410,4,2019-09-25
225,Track 225,The Weeknd,91,Album 2,Jazz,100,0.901,0.806,8,-4.2,Minor,0.363,0.891,0.399,0.409,0.247,138.55,151554,17,2019-05-18
226,Track 226,Adele,74,Album 8,Classical,46,0.755,0.403,5,-3.3,Minor,0.244,0.298,0.488,0.131,0.392,127.93,188909,20,2020-11-29
227,Track 227,Drake,92,Album 6,Metal,68,0.35,0.284,10,-13.0,Major,0.117,0.449,0.134,0.355,0.248,166.58,288490,13,2018-11-27
228,Track 228,Travis Scott,84,Album 8,Folk,93,0.424,0.57,4,-3.4,Major,0.452,0.852,0.582,0.439,0.557,138.88,254249,1,2020-12-06
229,Track 229,Taylor Swift,95,Album 2,Jazz,71,0.407,0.511,11,-7.7,Major,0.198,0.658,0.446,0.415,0.589,192.17,136269,11,2019-08-06
230,Track 230,Eminem,78,Album 7,Rock,49,0.78,0.621,7,-11.3,Minor,0.142,0.042,0.461,0.11,0.592,80.21,123450,7,2022-07-28
231,Track 231,Dua Lipa,85,Album 1,Pop,100,0.531,0.501,1,-12.3,Minor,0.584,0.127,0.248,0.134,0.871,145.46,344755,1,2015-07-03
232,Track 232,Harry Styles,82,Album 1,Pop,78,0.633,0.372,3,-4.2,Minor,0.248,0.616,0.369,0.437,0.234,195.33,169468,9,2015-01-31
233,Track 233,Olivia Rodrigo,81,Album 8,Latin,86,0.883,0.122,7,-10.0,Minor,0.446,0.755,0.526,0.167,0.346,165.36,190017,4,2016-12-24
234,Track 234,Drake,92,Album 2,Latin,77,0.436,0.497,8,-8.2,Minor,0.106,0.623,0.485,0.262,0.354,176.01,331401,1,2020-05-13
235,Track 235,Ed Sheeran,88,Album 7,Jazz,72,0.795,0.2,9,-10.1,Minor,0.261,0.904,0.366,0.097,0.691,170.48,354204,11,2024-05-24
236,Track 236,Dua Lipa,85,Album 4,R&B,81,0.546,0.162,5,-9.9,Minor,0.498,0.483,0.746,0.421,0.824,148.29,296040,17,2021-08-25
237,Track 237,The Weeknd,91,Album 4,Blues,94,0.446,0.676,4,-15.0,Major,0.416,0.641,0.185,0.486,0.42,128.14,180878,15,2019-01-22
238,Track 238,Post Malone,79,Album 5,Electronic,78,0.696,0.422,7,-7.0,Major,0.217,0.226,0.444,0.462,0.845,62.88,209832,3,2024-07-31
239,Track 239,Beyonce,77,Album 1,Electronic,76,0.621,0.394,5,-19.1,Minor,0.11,0.587,0.492,0.073,0.864,151.64,261522,12,2024-03-27
240,Track 240,Olivia Rodrigo,81,Album 1,Country,52,0.813,0.881,11,-14.4,Major,0.168,0.58,0.135,0.054,0.571,151.61,263652,5,2020-04-14
241,Track 241,The Weeknd,91,Album 8,Rock,69,0.228,0.12,9,-8.3,Minor,0.042,0.915,0.001,0.333,0.737,71.12,164476,11,2016-10-12
242,Track 242,Taylor Swift,95,Album 5,Rock,67,0.275,0.216,2,-17.3,Minor,0.122,0.877,0.311,0.225,0.578,97.29,195062,20,2019-07-05
243,Track 243,Dua Lipa,85,Album 9,Metal,57,0.258,0.774,8,-8.6,Major,0.346,0.054,0.765,0.306,0.483,89.53,170584,6,2022-01-26
244,Track 244,Ariana Grande,86,Album 7,Classical,95,0.704,0.455,3,-18.6,Minor,0.57,0.592,0.076,0.259,0.41,178.84,290687,19,2015-04-27
245,Track 245,The Weeknd,91,Album 8,Rock,96,0.908,0.239,2,-18.7,Minor,0.037,0.898,0.205,0.249,0.886,108.77,130067,19,2024-02-20
246,Track 246,Kendrick Lamar,83,Album 6,Pop,95,0.636,0.942,9,-6.3,Major,0.311,0.7,0.196,0.227,0.26,129.31,190368,12,2018-10-28
247,Track 247,Drake,92,Album 10,Folk,100,0.909,0.31,4,-18.7,Minor,0.146,0.901,0.232,0.285,0.301,74.96,286330,19,2020-07-30
248,Track 248,Doja Cat,80,Album 2,Pop,60,0.692,0.92,3,-15.4,Minor,0.479,0.358,0.75,0.265,0.489,95.38,298787,8,2020-01-04
249,Track 249,BTS,89,Album 5,Hip-Hop,76,0.366,0.187,4,-13.8,Minor,0.483,0.614,0.19,0.379,0.153,67.09,351059,1,2016-11-11
250,Track 250,Adele,74,Album 4,R&B,84,0.535,0.755,6,-19.4,Minor,0.334,0.346,0.31,0.073,0.418,99.95,286157,17,2021-09-17
251,Track 251,Beyonce,77,Album 9,Rock,74,0.683,0.869,5,-9.7,Major,0.379,0.441,0.095,0.498,0.533,157.63,153733,4,2024-02-16
252,Track 252,Adele,74,Album 8,Latin,87,0.283,0.294,1,-13.1,Major,0.21,0.552,0.051,0.217,0.817,121.43,324185,6,2024-09-28
253,Track 253,Post Malone,79,Album 8,Jazz,71,0.677,0.232,3,-17.2,Major,0.249,0.264,0.557,0.474,0.105,128.46,147147,20,2017-02-18
254,Track 254,Kendrick Lamar,83,Album 2,Latin,97,0.803,0.488,6,-14.4,Minor,0.456,0.36,0.433,0.055,0.597,177.97,196002,7,2020-10-07
255,Track 255,Harry Styles,82,Album 8,Metal,70,0.515,0.81,3,-18.9,Major,0.543,0.521,0.051,0.337,0.146,62.47,296750,19,2016-08-21
256,Track 256,Billie Eilish,87,Album 9,Latin,84,0.276,0.446,3,-5.4,Minor,0.197,0.033,0.49,0.485,0.549,175.39,253027,9,2021-11-16
257,Track 257,Doja Cat,80,Album 9,R&B,100,0.83,0.962,3,-5.0,Minor,0.223,0.712,0.464,0.258,0.155,86.37,139455,5,2020-04-12
258,Track 258,BTS,89,Album 4,Rock,60,0.926,0.27,0,-18.6,Major,0.126,0.8,0.516,0.156,0.719,107.65,310866,13,2016-11-12
259,Track 259,Eminem,78,Album 8,Electronic,69,0.375,0.296,1,-10.0,Minor,0.188,0.536,0.529,0.449,0.66,83.52,199334,3,2018-04-02
260,Track 260,Eminem,78,Album 7,K-Pop,68,0.93,0.438,10,-18.8,Minor,0.244,0.568,0.679,0.301,0.457,161.75,298833,20,2015-09-08
261,Track 261,The Weeknd,91,Album 4,K-Pop,66,0.228,0.702,9,-14.5,Minor,0.441,0.638,0.656,0.371,0.284,89.47,130113,18,2024-04-22
262,Track 262,Dua Lipa,85,Album 6,Folk,98,0.771,0.468,1,-5.7,Minor,0.556,0.495,0.227,0.386,0.467,70.72,268716,19,2016-11-07
263,Track 263,Harry Styles,82,Album 6,Folk,87,0.243,0.433,5,-6.0,Minor,0.348,0.876,0.48,0.389,0.207,156.9,137718,6,2018-12-05
264,Track 264,Kendrick Lamar,83,Album 5,Country,60,0.831,0.948,7,-9.2,Major,0.264,0.233,0.026,0.207,0.232,68.93,189424,14,2017-05-03
265,Track 265,Ed Sheeran,88,Album 9,R&B,67,0.74,0.786,11,-11.4,Major,0.519,0.028,0.771,0.302,0.443,95.87,324062,12,2016-11-13
266,Track 266,Olivia Rodrigo,81,Album 9,Country,89,0.836,0.372,4,-4.7,Major,0.581,0.579,0.299,0.058,0.392,120.01,274608,9,2022-12-19
267,Track 267,Billie Eilish,87,Album 9,Folk,71,0.66,0.957,2,-17.3,Minor,0.128,0.137,0.184,0.112,0.85,191.9,139355,18,2023-04-27
268,Track 268,Adele,74,Album 5,Jazz,45,0.439,0.138,3,-18.8,Major,0.543,0.579,0.253,0.468,0.403,123.48,267461,9,2019-09-14
269,Track 269,Drake,92,Album 1,K-Pop,100,0.38,0.401,0,-4.9,Major,0.247,0.143,0.351,0.434,0.684,151.43,141360,14,2017-09-17
270,Track 270,Ed Sheeran,88,Album 10,Blues,95,0.426,0.696,2,-11.5,Minor,0.231,0.573,0.479,0.271,0.81,150.3,121375,13,2015-11-13
271,Track 271,Adele,74,Album 2,Reggae,64,0.348,0.282,1,-6.3,Minor,0.374,0.18,0.533,0.208,0.864,156.32,313261,2,2019-12-08
272,Track 272,Rihanna,75,Album 8,Indie,61,0.291,0.654,11,-3.6,Minor,0.254,0.069,0.615,0.308,0.146,138.52,356874,3,2020-10-24
273,Track 273,Kendrick Lamar,83,Album 8,Classical,91,0.901,0.621,1,-16.3,Major,0.545,0.116,0.172,0.322,0.721,73.33,314911,5,2020-02-13
274,Track 274,Rihanna,75,Album 5,Metal,88,0.514,0.785,3,-18.2,Minor,0.435,0.79,0.647,0.343,0.451,191.67,287995,10,2017-06-04
275,Track 275,Kendrick Lamar,83,Album 9,Jazz,69,0.218,0.462,10,-7.4,Minor,0.261,0.033,0.583,0.12,0.617,91.16,171315,6,2015-02-22
276,Track 276,Bruno Mars,76,Album 3,Classical,59,0.918,0.884,3,-5.8,Minor,0.328,0.619,0.484,0.199,0.792,183.66,201311,10,2023-01-13
277,Track 277,BTS,89,Album 5,Hip-Hop,72,0.894,0.602,5,-12.1,Major,0.468,0.778,0.104,0.346,0.251,166.58,280823,11,2017-01-08
278,Track 278,Doja Cat,80,Album 8,Latin,61,0.824,0.182,0,-4.3,Minor,0.386,0.196,0.193,0.101,0.509,182.37,207159,15,2019-09-11
279,Track 279,Doja Cat,80,Album 10,Hip-Hop,89,0.461,0.376,3,-16.3,Minor,0.137,0.48,0.062,0.023,0.572,149.1,234890,10,2020-11-18
280,Track 280,Bad Bunny,90,Album 5,Rock,69,0.47,0.904,5,-16.0,Major,0.434,0.369,0.309,0.372,0.254,190.7,308998,10,2020-11-04
281,Track 281,Dua Lipa,85,Album 8,Rock,99,0.696,0.385,8,-12.7,Major,0.194,0.305,0.576,0.165,0.717,174.39,246912,12,2019-09-03
282,Track 282,Dua Lipa,85,Album 4,Latin,66,0.668,0.663,10,-19.9,Minor,0.492,0.529,0.081,0.273,0.273,75.71,248732,11,2018-10-01
283,Track 283,Doja Cat,80,Album 5,K-Pop,95,0.431,0.37,8,-13.3,Major,0.528,0.503,0.347,0.137,0.422,189.6,151280,5,2021-06-12
284,Track 284,Billie Eilish,87,Album 1,Rock,72,0.434,0.372,8,-3.5,Major,0.424,0.123,0.686,0.187,0.828,158.15,356433,19,2018-05-21
285,Track 285,Travis Scott,84,Album 4,Jazz,92,0.348,0.439,8,-15.2,Major,0.502,0.5,0.71,0.154,0.475,182.28,156293,1,2023-07-22
286,Track 286,Beyonce,77,Album 9,Country,85,0.862,0.386,8,-13.6,Minor,0.203,0.673,0.55,0.177,0.344,183.63,300710,18,2016-02-10
287,Track 287,Adele,74,Album 1,Reggae,84,0.315,0.368,1,-15.4,Minor,0.256,0.917,0.156,0.212,0.868,199.61,163856,15,2015-06-05
288,Track 288,Kendrick Lamar,83,Album 3,Classical,79,0.831,0.967,9,-8.2,Major,0.345,0.428,0.482,0.465,0.102,136.23,308118,15,2024-02-29
289,Track 289,Rihanna,75,Album 2,Metal,63,0.531,0.737,1,-18.7,Minor,0.265,0.824,0.222,0.217,0.181,159.27,206685,20,2018-10-15
290,Track 290,Rihanna,75,Album 5,R&B,72,0.833,0.43,5,-6.5,Minor,0.525,0.604,0.578,0.249,0.747,72.26,335769,11,2016-02-20
291,Track 291,The Weeknd,91,Album 4,Blues,95,0.439,0.223,0,-9.0,Minor,0.182,0.629,0.686,0.234,0.532,123.62,124035,16,2015-10-26
292,Track 292,Drake,92,Album 5,Reggae,63,0.626,0.737,10,-5.8,Minor,0.259,0.125,0.42,0.115,0.881,83.19,141766,20,2020-08-22
293,Track 293,Post Malone,79,Album 6,R&B,91,0.407,0.648,8,-15.2,Major,0.411,0.107,0.137,0.114,0.892,121.69,125499,20,2019-05-25
294,Track 294,Ed Sheeran,88,Album 5,K-Pop,99,0.881,0.13,0,-10.3,Minor,0.207,0.78,0.42,0.414,0.144,93.29,335330,20,2023-07-26
295,Track 295,Bruno Mars,76,Album 6,Rock,92,0.273,0.758,1,-14.4,Minor,0.506,0.193,0.591,0.153,0.219,74.91,127607,19,2020-05-16
296,Track 296,Post Malone,79,Album 3,Electronic,84,0.447,0.152,5,-20.0,Minor,0.294,0.821,0.667,0.232,0.146,167.22,133557,6,2021-02-18
297,Track 297,BTS,89,Album 9,Electronic,83,0.622,0.507,1,-13.4,Minor,0.413,0.484,0.637,0.162,0.802,98.63,255189,20,2016-11-25
298,Track 298,Beyonce,77,Album 4,Folk,57,0.221,0.171,0,-17.3,Major,0.229,0.711,0.018,0.447,0.732,143.91,200561,11,2024-11-07
299,Track 299,Dua Lipa,85,Album 2,Electronic,100,0.586,0.693,3,-13.6,Minor,0.186,0.242,0.505,0.234,0.602,97.82,195253,10,2022-06-12
300,Track 300,Eminem,78,Album 5,Reggae,63,0.896,0.471,6,-18.8,Minor,0.048,0.644,0.749,0.242,0.606,63.64,261862,3,2015-01-10
301,Track 301,Harry Styles,82,Album 10,Country,89,0.501,0.827,9,-6.3,Major,0.079,0.783,0.742,0.466,0.283,172.95,120998,4,2023-06-28
302,Track 302,BTS,89,Album 7,R&B,65,0.747,0.444,0,-9.3,Minor,0.122,0.365,0.528,0.157,0.345,184.37,255692,7,2020-07-28
303,Track 303,Travis Scott,84,Album 3,Pop,100,0.907,0.742,10,-3.7,Major,0.448,0.835,0.366,0.464,0.731,129.1,313494,16,2015-05-05
304,Track 304,Billie Eilish,87,Album 10,Classical,98,0.425,0.16,4,-9.3,Minor,0.44,0.56,0.35,0.183,0.851,110.98,215391,19,2017-08-25
305,Track 305,Travis Scott,84,Album 10,Classical,100,0.215,0.475,4,-11.7,Major,0.046,0.239,0.445,0.386,0.415,132.58,277095,7,2018-01-31
306,Track 306,Kendrick Lamar,83,Album 1,Blues,82,0.387,0.364,1,-4.0,Major,0.435,0.152,0.656,0.329,0.361,89.52,235186,13,2019-09-17
307,Track 307,Harry Styles,82,Album 8,Indie,82,0.737,0.604,3,-16.7,Major,0.402,0.723,0.303,0.132,0.844,196.46,126693,12,2021-09-13
308,Track 308,Olivia Rodrigo,81,Album 4,R&B,98,0.345,0.38,5,-9.8,Minor,0.193,0.798,0.295,0.109,0.379,182.0,332540,11,2018-12-22
309,Track 309,Rihanna,75,Album 2,Reggae,49,0.87,0.954,1,-12.7,Major,0.024,0.128,0.682,0.378,0.678,115.68,151672,7,2023-12-21
310,Track 310,Bruno Mars,76,Album 9,Rock,91,0.349,0.65,3,-17.3,Major,0.235,0.214,0.287,0.04,0.771,149.61,305519,5,2020-03-07
311,Track 311,The Weeknd,91,Album 6,Country,80,0.277,0.601,10,-13.0,Major,0.12,0.237,0.597,0.349,0.196,108.12,274827,11,2017-10-20
312,Track 312,Drake,92,Album 6,Latin,83,0.405,0.358,4,-3.9,Minor,0.31,0.085,0.508,0.385,0.363,88.66,311295,5,2022-06-19
313,Track 313,Taylor Swift,95,Album 9,Jazz,100,0.446,0.202,3,-16.2,Minor,0.14,0.889,0.587,0.036,0.603,177.97,210946,11,2015-07-04
314,Track 314,Doja Cat,80,Album 2,K-Pop,82,0.671,0.301,3,-14.0,Minor,0.281,0.876,0.692,0.269,0.181,148.76,294212,11,2016-07-16
315,Track 315,Kendrick Lamar,83,Album 6,Hip-Hop,100,0.725,0.225,9,-14.8,Minor,0.099,0.504,0.284,0.123,0.229,147.99,138870,10,2016-06-29
316,Track 316,Bruno Mars,76,Album 6,Indie,71,0.223,0.221,5,-3.9,Major,0.188,0.141,0.02,0.483,0.719,150.48,149679,7,2020-09-01
317,Track 317,Post Malone,79,Album 8,Classical,64,0.926,0.564,10,-6.6,Major,0.116,0.259,0.675,0.352,0.344,193.0,354930,6,2019-10-20
318,Track 318,The Weeknd,91,Album 5,K-Pop,86,0.714,0.466,7,-10.1,Minor,0.361,0.562,0.382,0.496,0.765,113.74,336715,3,2018-09-21
319,Track 319,Drake,92,Album 9,Electronic,91,0.645,0.87,4,-15.1,Major,0.264,0.547,0.687,0.478,0.759,163.03,332983,11,2024-09-02
320,Track 320,Adele,74,Album 2,Metal,73,0.607,0.438,11,-19.1,Major,0.595,0.868,0.696,0.134,0.512,63.0,301684,19,2015-10-03
321,Track 321,Beyonce,77,Album 7,Classical,50,0.356,0.163,1,-18.9,Minor,0.208,0.683,0.09,0.468,0.776,82.95,241585,11,2023-04-08
322,Track 322,Doja Cat,80,Album 6,Hip-Hop,95,0.404,0.227,9,-3.8,Minor,0.421,0.508,0.372,0.368,0.164,108.89,170334,1,2024-09-01
323,Track 323,Adele,74,Album 5,Electronic,72,0.25,0.353,9,-7.5,Minor,0.476,0.61,0.308,0.074,0.412,171.05,252760,18,2016-07-16
324,Track 324,Post Malone,79,Album 5,Electronic,85,0.701,0.62,9,-11.3,Minor,0.129,0.255,0.017,0.497,0.701,164.68,236415,11,2023-02-19
325,Track 325,Dua Lipa,85,Album 1,Folk,92,0.354,0.455,4,-13.7,Major,0.321,0.722,0.473,0.057,0.21,123.17,264328,5,2016-02-23
326,Track 326,Kendrick Lamar,83,Album 9,K-Pop,54,0.656,0.401,8,-15.4,Major,0.266,0.697,0.638,0.127,0.372,155.05,347007,18,2017-02-26
327,Track 327,Drake,92,Album 5,Jazz,79,0.751,0.764,9,-18.2,Minor,0.251,0.794,0.419,0.189,0.185,60.04,142461,8,2020-08-08
328,Track 328,Harry Styles,82,Album 2,Folk,99,0.203,0.927,6,-14.9,Major,0.086,0.026,0.079,0.175,0.68,191.99,352580,7,2018-10-13
329,Track 329,Bad Bunny,90,Album 5,Latin,97,0.762,0.817,6,-12.5,Major,0.17,0.607,0.255,0.484,0.194,180.65,288663,7,2022-03-21
330,Track 330,Harry Styles,82,Album 6,Reggae,64,0.784,0.505,8,-8.3,Minor,0.581,0.423,0.315,0.04,0.385,89.81,265820,5,2020-11-20
331,Track 331,BTS,89,Album 2,Pop,76,0.576,0.97,11,-11.3,Major,0.274,0.917,0.149,0.456,0.373,151.02,172310,11,2015-09-27
332,Track 332,Harry Styles,82,Album 9,Latin,62,0.266,0.135,11,-13.8,Major,0.346,0.164,0.532,0.132,0.695,146.18,294840,16,2021-08-29
333,Track 333,The Weeknd,91,Album 1,Pop,98,0.677,0.41,8,-11.7,Minor,0.165,0.863,0.191,0.032,0.306,170.55,154113,18,2020-10-21
334,Track 334,Rihanna,75,Album 9,Latin,77,0.771,0.295,3,-12.3,Minor,0.107,0.709,0.635,0.39,0.316,118.04,203758,15,2021-10-16
335,Track 335,Eminem,78,Album 10,Rock,96,0.575,0.496,10,-8.7,Major,0.581,0.744,0.036,0.175,0.472,89.65,208645,13,2018-03-28
336,Track 336,Travis Scott,84,Album 3,Blues,79,0.383,0.547,10,-19.7,Major,0.485,0.266,0.125,0.419,0.138,152.19,330412,19,2022-05-05
337,Track 337,Bad Bunny,90,Album 5,K-Pop,93,0.801,0.871,2,-17.0,Minor,0.218,0.021,0.168,0.31,0.314,154.03,284505,8,2018-05-04
